Depth,Den,Ng,SP,Res,Cal
157.8,2.36,15.37,-435,24.94,135.14
157.85,2.35,16.01,-434.95,25.2,134.48
157.9,2.33,16.08,-434.92,25.39,133.81
157.95,2.3,16.22,-434.92,25.42,133.37
158,2.28,16.46,-434.91,25.13,132.92
158.05,2.25,16.74,-434.87,24.48,132.48
158.1,2.24,17.04,-434.8,23.41,132.48
158.15,2.23,17.36,-434.71,22.15,132.7
158.2,2.22,17.68,-434.64,21.04,132.92
158.25,2.22,17.61,-434.59,20.29,131.59
158.3,2.23,16.86,-434.56,19.97,130.48
158.35,2.23,15.89,-434.54,19.96,130.48
158.4,2.23,14.15,-434.49,20.28,130.48
158.45,2.23,12.61,-434.4,20.95,130.7
158.5,2.23,10.95,-434.26,21.97,131.81
158.55,2.25,9.91,-434.11,23.26,133.59
158.6,2.27,9.17,-434,24.7,136.25
158.65,2.29,8.82,-433.97,26.17,140.03
158.7,2.3,9.2,-434.05,27.1,147.35
158.75,2.3,9.8,-434.21,27.26,149.35
158.8,2.29,10.2,-434.39,26.55,146.02
158.85,2.29,10.4,-434.56,25.43,139.8
158.9,2.28,10.52,-434.68,24.23,138.92
158.95,2.26,11.18,-434.74,23.15,139.36
159,2.25,11.74,-434.75,22.31,139.8
159.05,2.24,12.39,-434.72,21.52,138.92
159.1,2.23,12.83,-434.68,20.61,137.14
159.15,2.22,13.04,-434.64,19.46,136.25
159.2,2.21,13.17,-434.62,18.3,136.25
159.25,2.2,13.04,-434.64,17.36,136.47
159.3,2.19,13.04,-434.69,16.7,136.7
159.35,2.19,12.42,-434.78,16.21,137.81
159.4,2.19,11.89,-434.87,15.76,140.47
159.45,2.2,11.26,-434.94,15.43,142.91
159.5,2.22,11.23,-434.97,15.31,141.8
159.55,2.23,10.9,-434.97,15.54,139.8
159.6,2.26,10.63,-434.93,16.17,139.8
159.65,2.29,10.51,-434.87,17.28,140.25
159.7,2.3,10.63,-434.8,18.67,139.36
159.75,2.31,10.83,-434.72,20.1,137.36
159.8,2.33,11.09,-434.67,21.24,135.81
159.85,2.35,11.38,-434.67,21.98,134.48
159.9,2.37,11.7,-434.69,22.3,132.92
159.95,2.38,12.22,-434.75,22.31,131.59
160,2.37,12.78,-434.82,22.16,130.26
160.05,2.37,13.8,-434.91,22.06,128.48
160.1,2.37,14.52,-434.99,22.15,126.93
160.15,2.37,15.26,-435.08,22.62,125.37
160.2,2.38,15.56,-435.15,23.59,124.49
160.25,2.39,16.16,-435.2,24.9,123.6
160.3,2.39,16.74,-435.19,26.15,122.71
160.35,2.38,17.18,-435.13,26.94,122.04
160.4,2.37,17.19,-435.01,27.24,121.6
160.45,2.35,16.87,-434.85,27.19,120.49
160.5,2.34,16.41,-434.68,26.8,119.16
160.55,2.33,15.86,-434.51,26.16,118.27
160.6,2.33,15.25,-434.35,25.34,117.83
160.65,2.32,14.62,-434.22,24.54,118.05
160.7,2.32,13.98,-434.14,23.89,118.49
160.75,2.31,13.52,-434.11,23.43,118.94
160.8,2.3,13.7,-434.14,23.24,119.38
160.85,2.3,14.04,-434.21,23.33,120.05
160.9,2.3,14.55,-434.29,23.8,120.93
160.95,2.31,14.92,-434.34,24.55,121.38
161,2.32,15.29,-434.34,25.4,122.04
161.05,2.34,15.84,-434.29,26.26,122.04
161.1,2.35,16.23,-434.2,27.35,121.6
161.15,2.37,16.61,-434.08,28.92,121.16
161.2,2.38,16.77,-433.98,30.99,121.38
161.25,2.39,16.88,-433.92,33.45,121.6
161.3,2.4,16.93,-433.89,36.22,121.82
161.35,2.4,16.96,-433.89,39.51,122.49
161.4,2.4,16.98,-433.9,42.79,123.38
161.45,2.41,17.19,-433.93,45.61,124.04
161.5,2.42,17.43,-434,47.21,124.26
161.55,2.42,17.72,-434.09,47.61,124.71
161.6,2.41,17.83,-434.2,47.02,125.15
161.65,2.41,17.91,-434.31,45.79,125.15
161.7,2.41,17.75,-434.41,44.07,125.37
161.75,2.42,17.33,-434.49,42.03,125.37
161.8,2.43,16.82,-434.52,39.97,125.15
161.85,2.44,16.63,-434.5,38.32,124.93
161.9,2.45,16.69,-434.44,37.22,124.26
161.95,2.45,16.86,-434.37,36.64,123.82
162,2.45,16.91,-434.32,36.3,123.6
162.05,2.45,16.56,-434.27,36.07,123.38
162.1,2.45,16.09,-434.22,35.77,123.38
162.15,2.46,15.53,-434.16,35.41,123.6
162.2,2.46,15.32,-434.09,34.7,123.6
162.25,2.45,14.77,-434.04,33.47,123.6
162.3,2.44,14.22,-434.03,31.64,123.82
162.35,2.43,13.6,-434.07,29.48,124.49
162.4,2.42,13.76,-434.14,27.37,125.6
162.45,2.41,14.07,-434.23,25.67,126.04
162.5,2.4,14.57,-434.31,24.6,126.48
162.55,2.4,14.33,-434.4,24.15,126.93
162.6,2.4,14.18,-434.47,24.26,127.37
162.65,2.4,13.9,-434.51,24.73,127.82
162.7,2.39,14.22,-434.51,25.31,128.26
162.75,2.38,14.02,-434.48,25.65,128.93
162.8,2.37,13.85,-434.45,25.63,129.81
162.85,2.37,13.57,-434.43,25.62,130.04
162.9,2.37,13.69,-434.43,26.24,130.04
162.95,2.37,14.05,-434.47,27.51,129.81
163,2.37,14.55,-434.53,28.69,130.04
163.05,2.38,15.12,-434.62,29.02,130.7
163.1,2.38,15.53,-434.7,28.52,130.92
163.15,2.38,15.73,-434.74,27.96,130.7
163.2,2.38,15.85,-434.74,27.83,130.48
163.25,2.38,15.72,-434.68,28.01,130.48
163.3,2.37,15.11,-434.55,28.03,131.59
163.35,2.37,14.37,-434.36,27.75,132.26
163.4,2.37,13.9,-434.15,27.4,132.03
163.45,2.37,13.65,-433.96,27.17,130.7
163.5,2.37,13.51,-433.85,27.14,130.26
163.55,2.38,13.63,-433.82,27.26,130.26
163.6,2.39,13.63,-433.86,27.53,130.04
163.65,2.39,13.65,-433.95,27.94,130.04
163.7,2.39,13.66,-434.04,28.31,130.26
163.75,2.39,14.06,-434.13,28.39,130.26
163.8,2.39,15.14,-434.2,28,130.48
163.85,2.39,16.04,-434.27,27.22,130.48
163.9,2.39,17.04,-434.33,26.39,130.48
163.95,2.39,17.62,-434.36,25.71,130.26
164,2.39,18.33,-434.38,25.27,130.26
164.05,2.39,18.99,-434.38,24.97,130.26
164.1,2.38,20.26,-434.37,24.82,130.48
164.15,2.37,21.25,-434.37,24.83,130.92
164.2,2.36,22.3,-434.41,24.94,131.59
164.25,2.34,22.11,-434.51,25.01,132.26
164.3,2.33,21.88,-434.64,24.92,132.92
164.35,2.33,21,-434.79,24.6,133.81
164.4,2.33,20.18,-434.94,24.11,134.25
164.45,2.32,19.24,-435.05,23.52,134.25
164.5,2.31,18.28,-435.14,23.05,135.14
164.55,2.3,17.9,-435.17,22.82,136.03
164.6,2.29,17.64,-435.16,22.84,136.47
164.65,2.29,17.91,-435.11,22.98,136.7
164.7,2.29,17.11,-435.02,23.06,136.92
164.75,2.3,16.2,-434.92,23.04,137.36
164.8,2.3,14.86,-434.82,22.89,138.03
164.85,2.3,14.61,-434.74,22.69,138.03
164.9,2.3,14.5,-434.68,22.46,138.25
164.95,2.3,14.42,-434.65,22.27,138.25
165,2.31,13.98,-434.66,22.25,138.47
165.05,2.32,13.48,-434.69,22.43,138.47
165.1,2.33,13.69,-434.73,22.78,138.47
165.15,2.34,14.04,-434.76,23.08,138.25
165.2,2.34,13.95,-434.77,23.21,138.25
165.25,2.34,13.2,-434.77,23.18,138.25
165.3,2.34,12.23,-434.75,23.05,138.03
165.35,2.33,12.09,-434.73,22.91,138.03
165.4,2.33,12.46,-434.73,22.86,137.81
165.45,2.33,13.11,-434.76,22.99,137.81
165.5,2.33,13.32,-434.82,23.31,137.81
165.55,2.32,14.09,-434.91,23.72,137.58
165.6,2.31,14.88,-435,24.04,137.36
165.65,2.3,15.99,-435.1,24.26,137.14
165.7,2.29,16.38,-435.19,24.37,136.92
165.75,2.28,16.47,-435.25,24.43,136.47
165.8,2.27,16.57,-435.28,24.3,136.25
165.85,2.26,16.61,-435.27,23.84,136.25
165.9,2.26,17.04,-435.23,23.13,136.47
165.95,2.26,17.73,-435.19,22.45,136.47
166,2.27,18.55,-435.13,22.04,136.25
166.05,2.27,19.06,-435.08,21.98,136.03
166.1,2.28,19.52,-435.05,22.21,136.03
166.15,2.29,19.92,-435.05,22.58,135.59
166.2,2.3,20.49,-435.06,22.95,134.92
166.25,2.31,20.88,-435.07,23.24,134.7
166.3,2.32,21.27,-435.09,23.51,134.7
166.35,2.33,22.03,-435.1,23.84,136.47
166.4,2.34,22.66,-435.12,24.21,139.58
166.45,2.35,23.14,-435.18,24.53,142.69
166.5,2.37,22.76,-435.26,24.71,142.69
166.55,2.38,22.18,-435.35,24.82,140.91
166.6,2.38,21.39,-435.41,24.93,139.58
166.65,2.39,21.11,-435.44,25.01,139.36
166.7,2.39,20.9,-435.42,25,139.14
166.75,2.38,21,-435.38,24.86,139.14
166.8,2.37,20.58,-435.31,24.63,139.14
166.85,2.37,20.12,-435.23,24.43,138.92
166.9,2.36,19.14,-435.15,24.44,138.92
166.95,2.36,18.25,-435.08,24.72,139.14
167,2.35,17.28,-435.03,25.19,139.36
167.05,2.35,16.91,-435.01,25.6,139.58
167.1,2.35,16.84,-435,25.77,139.36
167.15,2.35,16.75,-435.01,25.67,138.69
167.2,2.36,16.12,-435.01,25.44,137.58
167.25,2.36,15.37,-435.02,25.27,136.03
167.3,2.36,14.1,-435.03,25.2,135.14
167.35,2.36,12.69,-435.03,25.18,135.36
167.4,2.36,11.16,-435.01,25.16,135.59
167.45,2.37,9.97,-434.97,25.13,135.59
167.5,2.37,9.63,-434.94,25.05,135.59
167.55,2.37,9.52,-434.92,24.88,135.14
167.6,2.38,9.63,-434.92,24.68,133.81
167.65,2.37,9.43,-434.91,24.51,132.92
167.7,2.37,9.21,-434.89,24.48,132.92
167.75,2.36,9.53,-434.83,24.57,133.14
167.8,2.36,9.95,-434.74,24.75,132.26
167.85,2.35,10.5,-434.63,25.02,130.7
167.9,2.35,10.69,-434.51,25.35,130.7
167.95,2.34,10.84,-434.37,25.65,130.92
168,2.33,10.91,-434.25,25.85,131.15
168.05,2.33,10.95,-434.18,25.89,131.15
168.1,2.33,11.17,-434.17,25.8,130.92
168.15,2.33,11.22,-434.22,25.59,130.7
168.2,2.33,11.28,-434.31,25.3,130.26
168.25,2.34,11.3,-434.41,24.95,129.59
168.3,2.34,11.52,-434.49,24.66,128.93
168.35,2.34,11.76,-434.53,24.46,128.48
168.4,2.34,11.66,-434.52,24.46,128.48
168.45,2.33,11.48,-434.48,24.64,128.48
168.5,2.33,12.03,-434.41,24.98,128.26
168.55,2.33,13.7,-434.34,25.36,128.04
168.6,2.33,15.75,-434.26,25.74,127.59
168.65,2.33,17.49,-434.23,26.09,127.59
168.7,2.33,18.45,-434.26,26.36,127.59
168.75,2.33,19.59,-434.35,26.43,127.59
168.8,2.34,20.01,-434.5,26.33,126.93
168.85,2.34,20.32,-434.66,26.19,126.26
168.9,2.34,19.67,-434.8,26.19,125.82
168.95,2.34,19.2,-434.9,26.34,125.6
169,2.34,18.37,-434.98,26.54,125.6
169.05,2.34,18.11,-435.03,26.65,125.15
169.1,2.35,17.9,-435.07,26.62,124.26
169.15,2.35,17.4,-435.08,26.48,123.38
169.2,2.35,16.66,-435.1,26.33,122.93
169.25,2.35,15.81,-435.14,26.15,122.49
169.3,2.35,15.69,-435.18,25.98,122.49
169.35,2.35,15.7,-435.23,25.83,122.49
169.4,2.35,15.08,-435.28,25.78,122.04
169.45,2.35,14.76,-435.32,25.87,121.38
169.5,2.35,14.37,-435.36,26.09,121.16
169.55,2.35,15.43,-435.36,26.43,120.93
169.6,2.36,16.36,-435.35,26.79,120.93
169.65,2.37,17.56,-435.31,27.12,120.93
169.7,2.38,18.18,-435.24,27.35,121.16
169.75,2.38,18.55,-435.16,27.43,121.16
169.8,2.38,18.95,-435.09,27.39,121.16
169.85,2.39,18.7,-435.03,27.28,120.71
169.9,2.39,18.33,-435.01,27.2,120.93
169.95,2.39,17.21,-435.01,27.19,121.38
170,2.39,17.11,-435.02,27.33,122.27
170.05,2.39,17.06,-435.04,27.63,123.38
170.1,2.39,17.43,-435.07,28.05,123.82
170.15,2.39,16.9,-435.12,28.44,124.26
170.2,2.39,16.27,-435.15,28.76,124.93
170.25,2.39,15.83,-435.17,28.93,125.6
170.3,2.38,15.62,-435.16,29.01,125.82
170.35,2.38,15.49,-435.08,29.01,126.04
170.4,2.37,15.22,-434.98,29.04,126.04
170.45,2.37,15.34,-434.86,29.05,126.04
170.5,2.37,15.51,-434.78,29,126.71
170.55,2.37,15.57,-434.74,28.83,127.15
170.6,2.37,15.22,-434.74,28.56,127.59
170.65,2.37,14.76,-434.76,28.23,128.04
170.7,2.37,14.6,-434.8,27.93,128.26
170.75,2.36,14.47,-434.83,27.79,128.48
170.8,2.35,14.41,-434.81,27.9,128.48
170.85,2.34,14.38,-434.74,28.13,128.7
170.9,2.34,14.36,-434.61,28.27,128.93
170.95,2.34,14.35,-434.45,28.26,129.15
171,2.33,13.74,-434.31,28.1,129.37
171.05,2.33,13.02,-434.21,27.83,129.37
171.1,2.32,12.15,-434.14,27.42,129.15
171.15,2.32,11.83,-434.11,26.94,128.7
171.2,2.31,12,-434.11,26.57,128.48
171.25,2.31,12.37,-434.16,26.41,128.26
171.3,2.31,12.67,-434.27,26.42,128.04
171.35,2.31,12.81,-434.43,26.52,127.59
171.4,2.32,13.5,-434.61,26.62,127.15
171.45,2.31,13.46,-434.76,26.74,126.93
171.5,2.31,13.39,-434.87,26.9,126.71
171.55,2.31,12.97,-434.92,27.13,126.71
171.6,2.31,13.67,-434.9,27.36,126.48
171.65,2.32,14.53,-434.86,27.5,126.48
171.7,2.32,15.24,-434.8,27.51,126.48
171.75,2.33,15.35,-434.74,27.37,126.26
171.8,2.34,15.32,-434.68,27,126.26
171.85,2.35,14.73,-434.61,26.47,126.48
171.9,2.36,14.21,-434.55,25.91,126.48
171.95,2.37,13.59,-434.52,25.64,126.26
172,2.37,12.76,-434.51,25.86,126.04
172.05,2.38,11.87,-434.55,26.42,125.82
172.1,2.39,11.33,-434.62,27.05,125.82
172.15,2.4,11.24,-434.72,27.55,125.82
172.2,2.4,11.31,-434.82,28.02,125.82
172.25,2.4,10.71,-434.9,28.45,125.82
172.3,2.41,10.61,-434.92,28.73,125.82
172.35,2.42,10.46,-434.88,28.82,125.82
172.4,2.41,11.21,-434.8,28.83,125.82
172.45,2.4,12.14,-434.7,28.92,125.82
172.5,2.39,13.27,-434.61,29.15,126.26
172.55,2.39,14.08,-434.55,29.41,127.15
172.6,2.39,14.67,-434.51,29.45,127.59
172.65,2.4,15.15,-434.49,29.14,127.59
172.7,2.41,15.36,-434.49,28.53,128.04
172.75,2.41,15.3,-434.5,27.91,128.7
172.8,2.42,15.53,-434.53,27.58,129.59
172.85,2.42,16.37,-434.57,27.73,129.81
172.9,2.43,17.38,-434.63,28.22,129.59
172.95,2.43,17.95,-434.7,28.73,129.59
173,2.43,18.67,-434.74,29,129.81
173.05,2.43,19.32,-434.76,29.09,130.04
173.1,2.43,20,-434.76,29.17,130.04
173.15,2.42,20.06,-434.74,29.36,130.04
173.2,2.41,19.61,-434.72,29.61,130.26
173.25,2.4,19.34,-434.7,29.81,130.48
173.3,2.38,18.99,-434.71,29.92,130.04
173.35,2.37,19.47,-434.73,30.02,128.93
173.4,2.36,19.69,-434.79,30.18,128.26
173.45,2.35,20.03,-434.87,30.44,128.26
173.5,2.35,19.94,-434.95,30.68,128.48
173.55,2.35,20,-435.02,30.8,128.04
173.6,2.34,19.99,-435.04,30.75,127.59
173.65,2.34,19.4,-435.01,30.71,127.15
173.7,2.33,18.68,-434.94,30.76,126.71
173.75,2.33,17.42,-434.86,30.93,126.48
173.8,2.33,17.02,-434.79,31.03,126.04
173.85,2.33,16.69,-434.75,30.92,126.04
173.9,2.33,16.74,-434.73,30.54,126.04
173.95,2.33,16.29,-434.73,29.98,125.82
174,2.33,15.81,-434.76,29.44,125.37
174.05,2.33,15.22,-434.79,29.17,124.49
174.1,2.33,14.61,-434.83,29.23,123.6
174.15,2.33,13.97,-434.86,29.5,122.93
174.2,2.33,13.31,-434.87,29.72,121.82
174.25,2.34,12.66,-434.85,29.85,121.16
174.3,2.35,11.99,-434.82,30.02,120.49
174.35,2.35,11.93,-434.8,30.37,119.6
174.4,2.36,11.59,-434.78,30.83,119.38
174.45,2.36,11.3,-434.74,31.23,118.94
174.5,2.37,10.98,-434.69,31.52,118.71
174.55,2.38,10.86,-434.63,31.92,118.27
174.6,2.39,10.77,-434.58,32.61,117.83
174.65,2.39,10.32,-434.54,33.82,117.6
174.7,2.39,10.22,-434.55,35.87,117.6
174.75,2.39,10.11,-434.59,38.71,117.38
174.8,2.39,10.27,-434.63,42.14,117.16
174.85,2.38,10.88,-434.64,45.07,116.94
174.9,2.38,11.63,-434.62,46.65,116.94
174.95,2.39,12.5,-434.57,46.58,116.94
175,2.4,13.03,-434.53,45.5,117.16
175.05,2.4,13.51,-434.49,44.34,117.16
175.1,2.4,13.31,-434.45,43.24,116.94
175.15,2.41,13.76,-434.4,41.8,116.94
175.2,2.41,14.21,-434.34,40.05,116.49
175.25,2.42,15.4,-434.3,38.36,116.05
175.3,2.43,15.92,-434.26,37.23,115.38
175.35,2.43,16.46,-434.23,36.58,114.94
175.4,2.43,16.88,-434.21,36.28,114.5
175.45,2.43,17.27,-434.2,36.13,114.27
175.5,2.43,17.63,-434.2,36.02,113.83
175.55,2.42,17.78,-434.24,36.03,113.61
175.6,2.41,18.48,-434.3,36.23,113.39
175.65,2.41,19.25,-434.38,36.71,113.39
175.7,2.4,20.35,-434.48,37.35,113.39
175.75,2.4,20.32,-434.57,38.03,113.39
175.8,2.4,20.13,-434.63,38.59,113.16
175.85,2.41,19.09,-434.67,39,112.94
175.9,2.41,18.45,-434.68,39.35,112.28
175.95,2.42,17.31,-434.66,39.82,111.61
176,2.43,16.35,-434.62,40.54,111.17
176.05,2.43,15.33,-434.57,41.39,110.94
176.1,2.43,14.14,-434.49,42.21,110.94
176.15,2.44,13.09,-434.42,42.94,110.94
176.2,2.44,12.05,-434.39,43.59,110.94
176.25,2.44,11.83,-434.39,44,110.94
176.3,2.44,11.58,-434.43,43.89,110.94
176.35,2.43,11.48,-434.46,43.27,110.72
176.4,2.41,11.41,-434.45,42.56,110.72
176.45,2.39,11.98,-434.38,42.21,110.72
176.5,2.37,12.68,-434.26,42.21,110.5
176.55,2.35,13.53,-434.1,42.14,109.61
176.6,2.35,14.04,-433.96,41.25,108.72
176.65,2.34,14.52,-433.87,39.52,108.06
176.7,2.34,14.91,-433.84,37.14,107.84
176.75,2.34,15.29,-433.84,34.83,107.84
176.8,2.33,15.64,-433.85,32.97,108.5
176.85,2.33,15.59,-433.83,31.92,109.61
176.9,2.34,15.45,-433.79,31.73,110.28
176.95,2.34,15.01,-433.72,32.36,110.28
177,2.35,14.49,-433.64,33.76,110.06
177.05,2.35,13.9,-433.53,35.44,109.61
177.1,2.36,13.08,-433.41,36.81,109.39
177.15,2.37,12.6,-433.29,37.16,109.17
177.2,2.38,12.14,-433.17,36.93,109.17
177.25,2.38,12.15,-433.09,36.72,109.17
177.3,2.39,12.46,-433.05,37.23,109.17
177.35,2.39,12.92,-433.08,38.52,109.17
177.4,2.39,13.48,-433.17,39.94,108.72
177.45,2.39,13.68,-433.31,40.85,108.28
177.5,2.39,13.83,-433.45,40.91,108.28
177.55,2.39,14.5,-433.6,40.74,108.28
177.6,2.38,15.27,-433.73,40.82,108.06
177.65,2.38,16.15,-433.83,41.25,108.06
177.7,2.37,16.48,-433.9,41.81,108.28
177.75,2.37,16.73,-433.9,42.32,108.95
177.8,2.37,17.04,-433.85,42.72,110.06
177.85,2.37,17.15,-433.76,43.09,110.94
177.9,2.38,17.24,-433.68,43.54,110.94
177.95,2.38,16.68,-433.63,44.12,110.94
178,2.38,15.78,-433.66,44.63,110.94
178.05,2.38,14.69,-433.75,44.88,110.72
178.1,2.38,13.7,-433.88,44.71,110.72
178.15,2.38,13.08,-434.01,44.19,110.5
178.2,2.39,12.36,-434.09,43.31,110.28
178.25,2.39,11.69,-434.1,42.12,110.5
178.3,2.39,11.01,-434.06,40.64,110.72
178.35,2.39,11.14,-434,38.98,110.72
178.4,2.38,11.23,-433.96,37.39,110.28
178.45,2.37,11.47,-433.97,35.88,109.83
178.5,2.36,11.14,-434.01,34.4,109.17
178.55,2.35,10.92,-434.09,33.07,109.17
178.6,2.35,10.61,-434.17,32.08,109.39
178.65,2.34,10.31,-434.24,31.58,109.39
178.7,2.34,9.78,-434.28,31.45,109.39
178.75,2.34,9.22,-434.27,31.59,109.17
178.8,2.35,8.6,-434.24,31.84,109.17
178.85,2.35,8.56,-434.2,32.04,108.95
178.9,2.36,8.63,-434.19,32.21,108.95
178.95,2.36,8.64,-434.21,32.36,108.95
179,2.36,8.45,-434.27,32.48,109.17
179.05,2.37,8.22,-434.36,32.41,109.17
179.1,2.37,8.34,-434.45,32.17,109.17
179.15,2.38,8.91,-434.52,31.88,109.17
179.2,2.38,9.65,-434.57,31.69,109.17
179.25,2.39,10.91,-434.59,31.62,109.17
179.3,2.4,11.91,-434.6,31.56,109.17
179.35,2.4,12.97,-434.6,31.37,108.95
179.4,2.4,13.38,-434.62,31.11,108.72
179.45,2.39,13.67,-434.67,30.97,108.5
179.5,2.4,13.81,-434.74,31.54,108.28
179.55,2.4,14.1,-434.81,33.08,108.28
179.6,2.41,14.38,-434.87,35.47,108.28
179.65,2.42,14.7,-434.9,37.8,108.5
179.7,2.44,14.82,-434.91,38.98,108.5
179.75,2.44,15.1,-434.89,38.73,108.5
179.8,2.45,15.38,-434.86,37.45,108.06
179.85,2.44,15.7,-434.84,35.93,107.84
179.9,2.43,16.02,-434.83,34.62,107.61
179.95,2.42,16.34,-434.83,33.71,107.61
180,2.42,16.87,-434.85,33.35,107.61
180.05,2.42,17.44,-434.87,33.45,108.28
180.1,2.42,18.06,-434.89,33.82,108.5
180.15,2.42,18.1,-434.88,34.22,108.5
180.2,2.41,17.83,-434.86,34.6,107.84
180.25,2.4,17.79,-434.84,35.03,107.39
180.3,2.39,18.32,-434.81,35.54,107.39
180.35,2.38,19.02,-434.79,35.94,107.84
180.4,2.37,19.47,-434.77,36.12,107.84
180.45,2.38,19.3,-434.75,36.07,107.84
180.5,2.38,19.35,-434.72,35.87,107.84
180.55,2.38,19.33,-434.68,35.61,107.84
180.6,2.38,19.74,-434.63,35.38,107.61
180.65,2.37,19.81,-434.59,35.38,107.61
180.7,2.36,19.91,-434.56,35.63,107.39
180.75,2.36,19.75,-434.52,35.98,107.39
180.8,2.35,19.53,-434.48,36.24,107.61
180.85,2.34,19.06,-434.45,36.46,107.84
180.9,2.34,18.32,-434.43,36.81,107.84
180.95,2.33,17.47,-434.41,37.38,107.84
181,2.34,16.56,-434.42,38.06,107.84
181.05,2.34,16.21,-434.46,38.66,108.06
181.1,2.34,15.95,-434.53,39,108.28
181.15,2.36,15.63,-434.61,38.78,108.5
181.2,2.37,14.72,-434.67,37.95,108.72
181.25,2.38,13.67,-434.67,36.62,108.95
181.3,2.39,12.68,-434.6,35.2,108.72
181.35,2.39,12.27,-434.49,34.2,108.72
181.4,2.4,11.99,-434.34,33.95,108.95
181.45,2.41,11.65,-434.22,34.58,109.39
181.5,2.42,11.33,-434.13,35.9,109.61
181.55,2.42,11,-434.1,37.59,109.61
181.6,2.42,10.87,-434.12,39.4,109.83
181.65,2.42,10.57,-434.2,40.91,109.83
181.7,2.42,9.89,-434.32,41.98,109.83
181.75,2.42,9.89,-434.46,42.3,109.83
181.8,2.43,9.96,-434.57,41.91,109.83
181.85,2.43,10.77,-434.65,40.87,109.61
181.9,2.42,11.55,-434.68,39.57,109.61
181.95,2.42,12.46,-434.66,38.38,109.61
182,2.41,13.4,-434.63,37.64,109.61
182.05,2.4,13.97,-434.59,37.31,109.39
182.1,2.4,15.08,-434.53,37.21,109.17
182.15,2.4,15.61,-434.45,37.03,108.95
182.2,2.41,16.14,-434.37,36.73,108.95
182.25,2.41,16.55,-434.3,36.39,108.95
182.3,2.42,17.54,-434.27,36.26,109.17
182.35,2.41,18.62,-434.28,36.4,109.39
182.4,2.41,18.63,-434.31,36.87,109.83
182.45,2.4,18.25,-434.35,37.47,110.06
182.5,2.41,17.58,-434.38,38.11,110.28
182.55,2.41,16.97,-434.41,38.6,110.28
182.6,2.42,16.31,-434.43,38.87,110.28
182.65,2.43,15.66,-434.44,38.86,110.28
182.7,2.44,15.19,-434.45,38.42,110.28
182.75,2.44,15.17,-434.45,37.68,110.28
182.8,2.44,15.27,-434.45,36.78,110.28
182.85,2.44,15.09,-434.45,36.08,110.28
182.9,2.43,14.67,-434.47,35.87,110.28
182.95,2.43,14.15,-434.48,36.15,110.28
183,2.43,14.17,-434.47,36.63,110.72
183.05,2.43,14.06,-434.45,36.87,111.17
183.1,2.43,14.05,-434.43,36.77,111.61
183.15,2.43,14.22,-434.41,36.53,111.83
183.2,2.42,14.45,-434.4,36.46,111.83
183.25,2.41,14.94,-434.39,36.68,111.17
183.3,2.41,15.68,-434.38,37.12,110.72
183.35,2.4,16.52,-434.39,37.55,110.5
183.4,2.39,16.84,-434.38,37.78,110.5
183.45,2.39,16.67,-434.37,37.7,110.72
183.5,2.38,16.3,-434.34,37.39,110.94
183.55,2.37,15.8,-434.32,36.95,111.39
183.6,2.37,15.22,-434.33,36.29,111.61
183.65,2.36,14.6,-434.4,35.45,112.05
183.7,2.36,14.16,-434.53,34.52,112.05
183.75,2.36,13.55,-434.71,33.85,111.39
183.8,2.36,12.94,-434.88,33.66,110.72
183.85,2.37,11.9,-435.01,34.02,110.94
183.9,2.37,10.57,-435.07,34.81,111.39
183.95,2.37,9.09,-435.07,35.62,111.61
184,2.37,8.93,-435.03,36.1,111.83
184.05,2.38,9.61,-434.96,36.04,112.28
184.1,2.39,10.71,-434.88,35.67,112.5
184.15,2.41,11.46,-434.8,35.15,112.5
184.2,2.42,12.03,-434.73,34.55,112.72
184.25,2.43,12.5,-434.68,33.87,112.72
184.3,2.43,12.71,-434.67,33.23,112.5
184.35,2.44,12.84,-434.67,32.82,112.05
184.4,2.43,13.31,-434.66,32.63,111.39
184.45,2.44,14.03,-434.64,32.67,110.94
184.5,2.44,14.87,-434.61,32.93,110.5
184.55,2.45,15.38,-434.59,33.44,110.5
184.6,2.45,15.05,-434.57,34.07,110.94
184.65,2.46,14.69,-434.55,34.79,111.61
184.7,2.46,14.15,-434.53,35.54,112.72
184.75,2.45,14.17,-434.52,36.41,113.61
184.8,2.44,14.06,-434.51,37.36,114.27
184.85,2.43,14.05,-434.52,38.2,113.83
184.9,2.43,14.22,-434.53,38.68,113.16
184.95,2.43,14.45,-434.58,38.74,112.72
185,2.44,14.74,-434.65,38.58,112.5
185.05,2.44,15.04,-434.75,38.47,112.5
185.1,2.45,14.95,-434.86,38.67,112.5
185.15,2.45,14.8,-434.96,39.28,112.28
185.2,2.45,14.15,-435,40.38,112.5
185.25,2.45,13.59,-434.98,41.76,112.94
185.3,2.45,12.95,-434.92,43.25,113.61
185.35,2.46,12.11,-434.82,44.4,114.05
185.4,2.47,11.81,-434.71,45.01,114.72
185.45,2.47,11.58,-434.6,45.03,115.61
185.5,2.48,11.68,-434.51,44.65,116.72
185.55,2.47,11.45,-434.44,44.27,118.05
185.6,2.47,10.83,-434.38,43.87,119.38
185.65,2.46,10.06,-434.33,43.58,120.27
185.7,2.45,9.18,-434.29,42.8,121.6
185.75,2.44,8.85,-434.26,41.17,123.6
185.8,2.42,8.81,-434.26,38.29,125.82
185.85,2.41,8.93,-434.26,34.28,126.48
185.9,2.39,9.55,-434.26,29.65,126.48
