Depth,Dense,Ng,Cal,SP,Res
78.05,2.31,11.05,149.59,-231.66,13.65
78.1,2.31,10.51,149.67,-230.41,13.45
78.15,2.32,9.91,149.82,-230.13,13.24
78.2,2.33,9.48,150.04,-230.96,13.03
78.25,2.34,9.08,150.2,-232.71,12.84
78.3,2.34,8.71,150.41,-234.92,12.7
78.35,2.33,8.16,150.71,-237.15,12.58
78.4,2.33,7.57,151.12,-239.11,12.51
78.45,2.32,7.55,151.53,-240.74,12.46
78.5,2.31,7.42,151.87,-241.99,12.42
78.55,2.29,7.39,152.16,-242.88,12.36
78.6,2.28,7.16,152.37,-243.33,12.29
78.65,2.27,7.11,152.56,-243.27,12.21
78.7,2.26,7.06,152.73,-242.68,12.15
78.75,2.25,7.03,152.93,-241.77,12.1
78.8,2.24,6.82,153.1,-241,12.04
78.85,2.23,6.57,153.22,-240.83,11.94
78.9,2.23,6.28,153.27,-241.28,11.84
78.95,2.24,6.17,153.31,-241.78,11.75
79,2.24,6.29,153.28,-241.55,11.75
79.05,2.24,6.49,153.15,-240.21,11.86
79.1,2.24,6.76,152.89,-238.13,12.11
79.15,2.24,7.25,152.55,-236.14,12.42
79.2,2.24,7.8,152.17,-235.1,12.71
79.25,2.24,8.41,151.75,-235.42,12.9
79.3,2.25,9.24,151.28,-236.9,12.99
79.35,2.26,10.13,150.75,-238.72,13.03
79.4,2.27,11.08,150.15,-240.13,13.11
79.45,2.28,11.44,149.52,-240.63,13.29
79.5,2.28,11.7,148.97,-240.33,13.6
79.55,2.28,11.83,148.6,-239.52,14.05
79.6,2.29,12.51,148.5,-238.65,14.55
79.65,2.3,13.47,148.54,-237.99,15.02
79.7,2.31,14.6,148.62,-237.5,15.43
79.75,2.33,15.01,148.55,-236.95,15.74
79.8,2.34,15.52,148.38,-236.09,15.94
79.85,2.35,15.91,148.06,-234.93,15.92
79.9,2.36,15.69,147.66,-233.7,15.71
79.95,2.36,14.92,147.16,-232.72,15.37
80,2.36,14.32,146.53,-232.21,15.01
80.05,2.36,14.45,145.86,-232.26,14.86
80.1,2.36,14.75,145.2,-232.82,14.99
80.15,2.36,14.64,144.63,-233.8,15.46
80.2,2.36,14.08,144.16,-234.92,16.09
80.25,2.36,13.34,143.77,-235.97,16.76
80.3,2.36,12.49,143.47,-236.63,17.33
80.35,2.36,12.17,143.24,-236.82,17.68
80.4,2.37,11.93,143.13,-236.51,17.84
80.45,2.37,11.62,143.15,-235.87,17.83
80.5,2.37,11.31,143.23,-235.12,17.77
80.55,2.38,10.99,143.29,-234.45,17.69
80.6,2.38,10.46,143.45,-233.92,17.58
80.65,2.38,9.89,143.81,-233.38,17.45
80.7,2.38,9.27,144.49,-232.71,17.36
80.75,2.38,9.63,145.23,-231.86,17.37
80.8,2.38,9.98,145.95,-231.08,17.53
80.85,2.39,10.52,146.51,-230.76,17.72
80.9,2.39,10.7,147.08,-231.27,17.82
80.95,2.39,10.65,147.62,-232.67,17.77
81,2.38,10.47,148.19,-234.71,17.62
81.05,2.38,10.22,148.73,-236.93,17.44
81.1,2.38,10.34,149.26,-239.02,17.26
81.15,2.38,10.51,149.74,-240.82,17.09
81.2,2.36,10.97,150.21,-242.41,16.97
81.25,2.34,11.3,150.67,-243.67,16.88
81.3,2.31,11.65,151.16,-244.48,16.86
81.35,2.3,11.39,151.71,-244.44,16.86
81.4,2.28,11.01,152.36,-243.5,16.84
81.45,2.26,10.08,153.04,-241.97,16.78
81.5,2.24,9.62,153.76,-240.56,16.68
81.55,2.23,9.14,154.48,-239.97,16.47
81.6,2.22,9.15,155.25,-240.39,16.16
81.65,2.21,9.06,156.04,-241.62,15.59
81.7,2.21,9.04,156.84,-243.04,14.83
81.75,2.21,8.82,157.6,-244.27,13.83
81.8,2.21,8.57,158.41,-244.99,12.86
81.85,2.22,8.28,159.21,-245.13,12
81.9,2.24,7.77,159.93,-244.65,11.44
81.95,2.25,7.21,160.45,-243.62,11.14
82,2.26,6.8,160.79,-242.26,11.07
82.05,2.26,7.2,161.05,-240.92,11.15
82.1,2.26,7.4,161.31,-240.05,11.3
82.15,2.26,7.52,161.54,-239.95,11.49
82.2,2.26,7.38,161.73,-240.65,11.68
82.25,2.25,7.58,161.9,-241.72,11.88
82.3,2.24,7.79,161.93,-242.47,12.05
82.35,2.23,7.68,161.84,-242.3,12.19
82.4,2.23,7.69,161.55,-241.01,12.32
82.45,2.22,7.67,161.26,-239.12,12.43
82.5,2.22,8.27,161.01,-237.3,12.57
82.55,2.22,9.19,160.86,-236.16,12.73
82.6,2.21,10.29,160.82,-235.81,12.94
82.65,2.21,10.7,160.92,-236.2,13.13
82.7,2.21,10.8,161.11,-237.01,13.19
82.75,2.21,10.7,161.3,-237.86,13
82.8,2.21,10.5,161.33,-238.2,12.62
82.85,2.21,10.24,161.29,-237.73,12.15
82.9,2.21,9.95,161.15,-236.58,11.78
82.95,2.21,10.04,161.07,-235.27,11.53
83,2.22,9.6,160.98,-234.55,11.46
83.05,2.22,9.13,160.94,-234.99,11.51
83.1,2.21,8.15,161.01,-236.83,11.68
83.15,2.2,7.45,161.1,-239.71,11.88
83.2,2.2,6.32,161.23,-242.97,12.01
83.25,2.2,5.76,161.05,-245.88,11.99
83.3,2.19,5.22,160.68,-247.96,11.79
83.35,2.19,5.19,160.13,-249.07,11.51
83.4,2.19,5.08,159.72,-249.33,11.23
83.45,2.19,4.66,159.49,-249.01,11.06
83.5,2.18,4.15,159.58,-248.31,10.97
83.55,2.17,3.76,159.91,-247.46,10.99
83.6,2.16,3.78,160.39,-246.63,11.06
83.65,2.16,3.91,160.95,-246.11,11.14
83.7,2.16,4.54,161.52,-245.9,11.2
83.75,2.16,5.09,162.05,-245.97,11.22
83.8,2.16,5.73,162.49,-246.13,11.19
83.85,2.17,5.76,162.91,-246.39,11.1
83.9,2.17,5.7,163.31,-246.62,10.99
83.95,2.18,5.49,163.64,-246.78,10.89
84,2.19,5.24,163.88,-246.68,10.82
84.05,2.2,5.35,164.04,-246.28,10.78
84.1,2.22,5.52,164.16,-245.6,10.76
84.15,2.24,5.97,164.35,-244.65,10.73
84.2,2.26,6.5,164.68,-243.37,10.71
84.25,2.28,7.09,165.1,-241.67,10.73
84.3,2.29,7.12,165.56,-239.55,10.8
84.35,2.29,7.24,166,-237.11,10.95
84.4,2.29,7.27,166.4,-234.68,11.14
84.45,2.29,7.5,166.66,-232.66,11.34
84.5,2.29,7.36,166.7,-231.61,11.52
84.55,2.29,7.17,166.63,-231.91,11.68
84.6,2.29,7.51,166.66,-233.6,11.82
84.65,2.28,7.74,166.92,-236.29,11.93
84.7,2.28,8.05,167.34,-239.13,12
84.75,2.27,7.56,167.34,-241.5,12.07
84.8,2.27,7.12,166.71,-243.05,12.13
84.85,2.26,6.34,165.48,-243.88,12.2
84.9,2.25,5.89,164.22,-244.08,12.17
84.95,2.25,5.25,163.23,-243.62,12.04
85,2.24,5.23,162.6,-242.44,11.77
85.05,2.24,5.3,162.23,-240.73,11.52
85.1,2.23,5.7,162.04,-239.06,11.34
85.15,2.23,5.4,161.92,-237.98,11.33
85.2,2.23,5.02,161.86,-237.92,11.47
85.25,2.23,4.68,161.82,-238.58,11.72
85.3,2.24,4.94,161.81,-239.26,12
85.35,2.25,5.33,161.66,-239.06,12.29
85.4,2.25,5.85,161.32,-237.58,12.57
85.45,2.26,6.44,160.78,-235.21,12.88
85.5,2.26,7.06,160.33,-232.85,13.23
85.55,2.27,7.5,160.18,-231.49,13.56
85.6,2.28,7.91,160.42,-231.62,13.81
85.65,2.29,8.28,160.83,-233.3,13.95
85.7,2.3,9.44,161.23,-236,14
85.75,2.31,10.74,161.39,-238.99,13.98
85.8,2.31,12.24,161.28,-241.41,13.99
85.85,2.31,13.2,161.03,-242.81,14.1
85.9,2.31,13.89,160.78,-243.18,14.37
85.95,2.3,14.22,160.63,-242.82,14.71
86,2.3,14.22,160.51,-242.15,15.07
86.05,2.3,14.09,160.32,-241.58,15.38
86.1,2.31,13.86,160.04,-241.45,15.64
86.15,2.31,13.59,159.76,-241.89,15.86
86.2,2.31,13.29,159.65,-242.62,16.07
86.25,2.29,12.58,159.71,-243.17,16.24
86.3,2.28,11.17,159.88,-243.08,16.38
86.35,2.27,9.55,160.01,-242.18,16.5
86.4,2.26,8.75,160.12,-240.63,16.59
86.45,2.26,8.46,160.16,-238.76,16.63
86.5,2.27,8.44,160.19,-236.89,16.59
86.55,2.27,8.58,160.25,-235.17,16.37
86.6,2.27,8.8,160.32,-233.64,15.98
86.65,2.27,9.08,160.38,-232.34,15.43
86.7,2.27,8.98,160.37,-231.55,14.85
86.75,2.28,9.21,160.29,-231.57,14.31
86.8,2.29,9.44,160.18,-232.57,13.93
86.85,2.3,9.93,160.14,-234.34,13.7
86.9,2.31,10.27,160.16,-236.47,13.59
86.95,2.32,10.84,160.16,-238.48,13.5
87,2.32,11.02,160.07,-240.02,13.4
87.05,2.31,11.17,159.91,-240.98,13.34
87.1,2.3,10.84,159.82,-241.49,13.36
87.15,2.29,10.4,159.77,-241.9,13.51
87.2,2.29,9.85,159.83,-242.57,13.81
87.25,2.28,9.65,159.88,-243.7,14.16
87.3,2.27,9.9,159.9,-245.11,14.5
87.35,2.26,10.31,159.74,-246.47,14.66
87.4,2.26,10.24,159.44,-247.49,14.59
87.45,2.25,9.71,159,-248.15,14.27
87.5,2.23,8.99,158.45,-248.52,13.8
87.55,2.23,8.34,157.81,-248.6,13.25
87.6,2.22,7.67,157.21,-248.24,12.68
87.65,2.22,7,156.74,-247.26,12.19
87.7,2.21,6.93,156.44,-245.65,11.78
87.75,2.21,7.19,156.29,-243.61,11.45
87.8,2.21,7.62,156.28,-241.59,11.19
87.85,2.21,7.56,156.52,-240.13,10.97
87.9,2.2,7.44,156.92,-239.55,10.83
87.95,2.19,7.2,157.45,-239.86,10.76
88,2.18,7.33,157.9,-240.94,10.76
88.05,2.17,7.51,158.27,-242.53,10.79
88.1,2.16,7.77,158.57,-244.35,10.81
88.15,2.15,8.05,158.8,-245.92,10.77
88.2,2.15,8.36,158.9,-247.02,10.71
88.25,2.15,8.68,158.83,-247.58,10.66
88.3,2.15,8.41,158.58,-247.78,10.65
88.35,2.15,8.02,158.11,-247.55,10.66
88.4,2.15,7.49,157.52,-246.77,10.7
88.45,2.15,7.3,156.95,-245.33,10.74
88.5,2.15,7.16,156.55,-243.55,10.8
88.55,2.16,6.89,156.31,-241.88,10.89
88.6,2.17,6.41,156.18,-240.79,10.99
88.65,2.18,5.86,156.06,-240.36,11.1
88.7,2.18,5.45,155.97,-240.23,11.19
88.75,2.18,5.26,155.84,-239.78,11.27
88.8,2.18,5.14,155.61,-238.39,11.34
88.85,2.17,5.08,155.28,-236.04,11.4
88.9,2.17,5.05,154.9,-233.34,11.47
88.95,2.16,5.03,154.49,-231.37,11.49
89,2.15,5.01,153.97,-230.98,11.46
89.05,2.15,5.41,153.34,-232.44,11.37
89.1,2.14,5.88,152.72,-235.09,11.29
89.15,2.13,6.66,152.24,-237.99,11.23
89.2,2.12,7.31,151.93,-240.43,11.22
89.25,2.11,7.99,151.82,-242.38,11.23
89.3,2.1,8.66,151.78,-244.07,11.3
89.35,2.1,9.13,151.79,-245.74,11.37
89.4,2.1,9.56,151.75,-247.48,11.4
89.45,2.11,9.54,151.65,-249.21,11.35
89.5,2.12,10.22,151.58,-250.84,11.23
89.55,2.14,10.95,151.59,-252.15,11.09
89.6,2.16,12.23,151.75,-253.2,10.97
89.65,2.18,12.24,151.97,-254.12,10.89
89.7,2.2,12.09,152.13,-255.11,10.86
89.75,2.22,11.87,152.25,-256.07,10.83
89.8,2.24,12.59,152.44,-256.78,10.84
89.85,2.25,13.49,152.9,-257.02,10.91
89.9,2.26,14.22,153.47,-256.86,11.09
89.95,2.27,14.54,154.04,-256.44,11.42
90,2.26,14.75,154.58,-256.65,11.93
90.05,2.25,15.06,155.33,-257.84,12.56
90.1,2.24,14.96,156.34,-259.7,13.17
90.15,2.22,14.8,157.58,-260.71,13.65
90.2,2.21,13.95,158.74,-260.25,13.95
90.25,2.2,13.55,159.71,-259.02,14.11
90.3,2.19,13.1,160.27,-257.84,14.15
90.35,2.19,12.73,160.45,-257.18,14.13
90.4,2.18,11.77,160.01,-256.57,14.04
90.45,2.18,10.7,159.03,-255.72,13.91
90.5,2.18,9.89,157.68,-254.17,13.77
90.55,2.19,9.52,156.55,-251.6,13.66
90.6,2.2,9.28,155.92,-248.13,13.6
90.65,2.2,9.16,155.75,-244.2,13.52
90.7,2.21,9.09,155.59,-240.63,13.34
90.75,2.21,9.05,154.98,-238.07,13.04
90.8,2.22,9.23,154.03,-237.12,12.68
90.85,2.22,9.26,153.01,-237.83,12.3
90.9,2.22,9.3,152.26,-240.01,11.96
90.95,2.22,8.91,151.78,-242.99,11.69
91,2.22,8.44,151.53,-246.23,11.47
91.05,2.22,7.87,151.61,-249.15,11.36
91.1,2.22,7.46,151.97,-251.51,11.32
91.15,2.22,6.87,152.72,-253.17,11.38
91.2,2.21,6.27,153.7,-254.08,11.53
91.25,2.21,5.63,154.89,-254.28,11.81
91.3,2.22,4.98,156.17,-253.81,12.21
91.35,2.22,4.32,157.42,-252.82,12.71
91.4,2.23,3.46,158.5,-251.32,13.26
91.45,2.24,3.16,159.23,-249.48,13.64
91.5,2.25,2.92,159.59,-247.36,13.77
91.55,2.26,3.02,159.5,-245.22,13.54
91.6,2.28,2.99,159.11,-243.06,13.18
91.65,2.29,3,158.66,-241.04,12.85
91.7,2.31,3.2,158.49,-239.33,12.71
91.75,2.32,3.44,158.59,-238.35,12.73
91.8,2.33,4.13,158.84,-238.42,12.86
91.85,2.34,5.11,159.05,-239.49,13.04
91.9,2.35,6.25,159.14,-241.12,13.27
91.95,2.36,7.07,159.2,-242.54,13.66
92,2.36,7.86,159.32,-243.13,14.33
92.05,2.36,8.59,159.62,-242.48,15.26
92.1,2.36,9.49,160.06,-240.49,16.34
92.15,2.36,10.02,160.52,-237.31,17.2
92.2,2.36,10.5,160.74,-233.52,17.72
92.25,2.35,10.9,160.57,-230.04,17.8
92.3,2.35,11.08,160.13,-227.93,17.7
92.35,2.35,11.2,159.7,-227.86,17.57
92.4,2.34,11.06,159.39,-229.98,17.51
92.45,2.34,10.65,159.2,-233.79,17.47
92.5,2.33,10.54,159.06,-238.45,17.4
92.55,2.33,10.44,158.99,-243.14,17.3
92.6,2.33,10.6,158.95,-247.19,17.17
92.65,2.34,10.21,158.93,-250.23,17.04
92.7,2.34,9.76,158.96,-252.12,16.91
92.75,2.34,10.19,159.05,-252.99,16.74
92.8,2.34,11.19,159.21,-253.23,16.56
92.85,2.34,12.48,159.39,-253.14,16.38
92.9,2.34,13.13,159.54,-252.7,16.3
92.95,2.33,13.32,159.7,-251.71,16.31
93,2.34,13.29,159.85,-249.89,16.49
93.05,2.34,13.52,160.05,-247.61,16.72
93.1,2.34,13.56,160.25,-245.33,16.92
93.15,2.34,13.62,160.46,-243.77,16.94
93.2,2.34,13.44,160.68,-243,16.82
93.25,2.34,13.61,160.9,-242.93,16.57
93.3,2.34,14.01,161.12,-243.22,16.3
93.35,2.33,13.52,161.25,-243.73,16.06
93.4,2.32,12.91,161.32,-244.29,15.91
93.45,2.31,12.09,161.32,-244.84,15.73
93.5,2.31,12.4,161.33,-245.3,15.41
93.55,2.3,12.9,161.33,-245.59,14.85
93.6,2.29,13.46,161.34,-245.68,14.24
93.65,2.29,13.07,161.34,-245.68,13.71
93.7,2.28,13.11,161.3,-245.86,13.46
93.75,2.27,13.04,161.15,-246.48,13.45
93.8,2.26,13.43,160.89,-247.64,13.73
93.85,2.24,12.89,160.59,-249.14,14.15
93.9,2.24,12.26,160.35,-250.7,14.59
93.95,2.23,12.03,160.19,-252.05,14.81
94,2.24,11.86,160.07,-253,14.73
94.05,2.24,11.78,159.92,-253.43,14.31
94.1,2.24,10.93,159.78,-253.25,13.73
94.15,2.23,10.34,159.68,-252.47,13.07
94.2,2.22,9.65,159.63,-251.03,12.48
94.25,2.21,9.6,159.64,-248.92,12.01
94.3,2.2,9.05,159.72,-246.25,11.62
94.35,2.2,8.53,159.92,-243.45,11.34
94.4,2.19,7.92,160.25,-241.08,11.11
94.45,2.2,8.09,160.75,-239.62,10.96
94.5,2.2,8.4,161.27,-239.34,10.83
94.55,2.21,8.7,161.61,-240.26,10.74
94.6,2.21,8.62,161.51,-242.18,10.66
94.65,2.22,8.46,161.07,-244.72,10.61
94.7,2.22,8.42,160.47,-247.32,10.57
94.75,2.22,8.78,160,-249.6,10.57
94.8,2.23,9.64,159.66,-251.37,10.59
94.85,2.23,10.48,159.4,-252.69,10.66
94.9,2.24,11.42,159.2,-253.64,10.76
94.95,2.24,12.18,159.01,-254.18,10.91
95,2.24,12.92,158.89,-254.03,11.09
95.05,2.23,13.42,158.92,-252.88,11.33
95.1,2.22,13.47,159.34,-250.61,11.52
95.15,2.21,13.38,160.45,-247.59,11.63
95.2,2.2,13.37,161.83,-244.55,11.61
95.25,2.2,13.55,163.08,-242.16,11.5
95.3,2.19,13.78,163.65,-240.95,11.38
95.35,2.19,13.67,163.88,-241.08,11.3
95.4,2.19,13.29,164,-242.47,11.22
95.45,2.2,12.79,164.07,-244.53,11.11
95.5,2.21,12.62,163.88,-246.55,10.95
95.55,2.21,12.48,163.01,-247.76,10.76
95.6,2.22,12.42,161.74,-247.95,10.59
95.65,2.23,11.98,160.29,-247.25,10.48
95.7,2.24,11.68,159.17,-246.09,10.43
95.75,2.25,11.33,158.39,-244.79,10.47
95.8,2.27,11.2,157.96,-243.64,10.57
95.85,2.28,11.11,157.85,-242.78,10.74
95.9,2.29,11.06,157.97,-242.33,10.93
95.95,2.31,11.03,158.32,-242.39,11.11
96,2.32,10.82,158.99,-243.15,11.28
96.05,2.33,10.37,160.22,-244.64,11.48
96.1,2.33,9.84,161.71,-246.59,11.79
96.15,2.34,9.64,163.23,-248.56,12.2
96.2,2.36,9.9,164.24,-250.18,12.69
96.25,2.38,10.31,164.7,-251.32,13.09
96.3,2.39,10.84,164.45,-252.03,13.33
96.35,2.4,11.43,163.92,-252.4,13.54
96.4,2.41,12.05,163.59,-252.7,13.88
96.45,2.41,12.3,163.73,-253.29,14.43
96.5,2.41,12.67,164.17,-254.48,14.99
96.55,2.4,12.99,164.51,-256.16,15.53
96.6,2.4,13.53,164.67,-257.85,15.97
96.65,2.4,13.71,164.64,-259.08,16.38
96.7,2.4,13.85,164.49,-259.54,16.76
96.75,2.39,13.31,164.18,-259.44,17.12
96.8,2.39,12.63,163.69,-259.1,17.47
96.85,2.38,11.79,163.13,-258.96,17.72
96.9,2.38,11.48,162.66,-259.24,17.81
96.95,2.38,10.85,162.36,-259.84,17.64
97,2.38,10.27,162.16,-260.39,17.27
97.05,2.38,9.82,161.84,-260.52,16.79
97.1,2.38,9.82,161.42,-259.98,16.36
97.15,2.39,9.53,160.97,-258.81,16.04
97.2,2.39,9.27,160.66,-257.08,15.83
97.25,2.39,8.96,160.42,-254.98,15.84
97.3,2.4,8.85,160.22,-252.63,16.09
97.35,2.41,8.76,160,-250.24,16.67
97.4,2.42,8.72,159.78,-247.9,17.39
97.45,2.42,9.3,159.65,-245.75,18.13
97.5,2.42,9.4,159.62,-243.91,18.69
97.55,2.43,9.94,159.72,-242.51,19.02
97.6,2.43,10.07,159.83,-241.61,19.18
97.65,2.43,10.6,159.92,-241.12,19.24
97.7,2.43,10.73,160,-241.17,19.29
97.75,2.42,10.87,160.21,-241.89,19.3
97.8,2.42,10.92,160.8,-243.49,19.25
97.85,2.42,11.16,161.71,-245.7,19.04
97.9,2.42,11.42,162.82,-248.15,18.71
97.95,2.41,11.92,163.75,-250.32,18.26
98,2.4,12.07,164.51,-251.93,17.8
98.05,2.39,12.2,165.25,-252.76,17.39
98.1,2.39,12.05,165.91,-252.63,17.27
98.15,2.39,11.85,166.5,-251.51,17.49
98.2,2.39,11.58,166.84,-249.57,18.07
98.25,2.4,11.09,167.11,-247.28,18.76
98.3,2.41,10.93,167.32,-245.24,19.4
98.35,2.41,10.8,167.55,-243.95,19.89
98.4,2.42,10.55,167.82,-243.74,20.24
98.45,2.42,10.27,168.14,-244.65,20.51
98.5,2.43,9.96,168.52,-246.52,20.71
98.55,2.43,9.85,168.89,-248.79,20.85
98.6,2.44,9.36,169.12,-250.73,20.91
98.65,2.45,8.84,169.16,-251.66,20.88
98.7,2.46,8.44,169.08,-251.43,20.81
98.75,2.46,8.26,168.98,-250.52,20.73
98.8,2.46,8.14,169.03,-249.84,20.66
98.85,2.46,8.28,169.16,-250.16,20.62
98.9,2.45,8.48,169.46,-251.72,20.63
98.95,2.45,8.75,169.99,-254.16,20.85
99,2.45,9.05,170.78,-256.86,21.33
99.05,2.44,9.36,171.66,-259.14,22.02
99.1,2.44,9.68,172.26,-260.32,22.76
99.15,2.44,9.61,172.51,-260.02,23.35
99.2,2.44,9.46,172.55,-258.24,23.72
99.25,2.43,9.21,172.43,-255.5,23.89
99.3,2.41,9.33,172.01,-252.39,23.94
99.35,2.41,9.51,171.33,-249.44,23.98
99.4,2.41,10.17,170.49,-246.91,24.03
99.45,2.41,10.94,169.83,-245.16,24.16
99.5,2.41,11.82,169.26,-244.53,24.33
99.55,2.42,12.35,168.88,-245.27,24.54
99.6,2.42,12.43,168.56,-247.11,24.74
99.65,2.42,12.36,168.29,-249.43,24.93
99.7,2.42,11.76,168.08,-251.43,25.1
99.75,2.43,11.82,167.94,-252.73,25.23
99.8,2.43,11.92,167.92,-253.27,25.33
99.85,2.43,12.75,167.93,-253.44,25.35
99.9,2.44,12.93,167.84,-253.69,25.28
99.95,2.45,13.14,167.55,-254.44,25.14
100,2.45,12.81,167.12,-255.84,25.03
100.05,2.46,11.99,166.71,-257.68,25.04
100.1,2.46,10.96,166.41,-259.57,25.2
100.15,2.46,9.99,166.23,-261.08,25.52
100.2,2.46,9.99,166.08,-262,25.76
100.25,2.45,10.6,165.88,-262.34,25.78
100.3,2.45,11.52,165.46,-262.23,25.32
100.35,2.45,11.82,164.85,-261.81,24.6
100.4,2.46,11.47,164.06,-261.13,23.71
100.45,2.46,10.86,163.39,-260.06,22.9
100.5,2.46,10.87,162.92,-258.57,22.21
100.55,2.46,10.95,162.77,-256.79,21.72
100.6,2.46,11.16,162.92,-255.26,21.36
100.65,2.47,11.62,163.41,-254.42,21.05
100.7,2.47,11.96,164.07,-254.41,20.7
100.75,2.47,12.32,164.74,-254.92,20.31
100.8,2.46,12.05,165.23,-255.58,19.91
100.85,2.46,11.87,165.55,-256.25,19.63
100.9,2.46,11.59,165.8,-256.9,19.52
100.95,2.46,11.49,166,-257.33,19.55
101,2.45,12.02,166.23,-256.99,19.75
101.05,2.45,12.7,166.4,-255.44,20
101.1,2.44,13.54,166.48,-252.75,20.22
101.15,2.42,14.45,166.4,-249.59,20.16
101.2,2.41,15,166.22,-246.77,19.76
101.25,2.4,15.29,166.12,-244.83,19.08
101.3,2.39,15.26,166.16,-244.01,18.4
101.35,2.39,15.51,166.28,-244.2,17.95
101.4,2.39,15.75,166.35,-245.27,17.9
101.45,2.38,15.85,166.39,-246.87,18.16
101.5,2.38,15.92,166.46,-248.76,18.52
101.55,2.38,15.96,166.53,-250.5,18.75
101.6,2.38,15.38,166.6,-251.79,18.79
101.65,2.38,14.27,166.72,-252.36,18.71
101.7,2.38,12.93,166.98,-252.35,18.55
101.75,2.38,11.64,167.54,-252.04,18.38
101.8,2.36,10.71,168.33,-251.86,18.2
101.85,2.35,9.87,169.22,-252.03,18.06
101.9,2.32,9.52,169.86,-252.67,18.04
101.95,2.31,9.08,170.03,-253.8,18.16
102,2.3,8.72,169.49,-255.42,18.42
102.05,2.31,8.56,168.61,-257.47,18.67
102.1,2.31,9.06,167.75,-259.61,18.81
102.15,2.31,9.72,167.36,-261.45,18.74
102.2,2.31,10.56,167.47,-262.44,18.52
102.25,2.31,11.46,168.25,-262.45,18.22
102.3,2.32,12.4,169.36,-261.58,17.97
102.35,2.33,13.37,170.36,-260.39,17.78
102.4,2.35,13.76,170.74,-259.37,17.68
102.45,2.38,14.03,170.53,-258.72,17.62
102.5,2.4,14.16,169.76,-258.37,17.61
102.55,2.41,14.44,168.81,-257.96,17.68
102.6,2.42,14.72,167.94,-257.4,17.87
102.65,2.42,14.83,167.4,-256.67,18.17
102.7,2.42,14.51,167.07,-256.07,18.5
102.75,2.42,14.47,166.9,-255.78,18.74
102.8,2.43,14.4,166.75,-256.07,18.87
102.85,2.44,14.57,166.6,-257.05,18.89
102.9,2.45,14.99,166.4,-258.66,18.83
102.95,2.45,15.51,166.2,-260.39,18.72
103,2.46,16.9,165.99,-261.64,18.59
103.05,2.47,17.88,165.73,-261.79,18.47
103.1,2.47,18.96,165.37,-260.68,18.38
103.15,2.48,19.37,164.93,-258.34,18.32
103.2,2.47,19.67,164.51,-255.17,18.3
103.25,2.47,19.81,164.2,-251.9,18.38
103.3,2.45,19.89,164.05,-249.42,18.53
103.35,2.43,19.74,164.01,-248.37,18.71
103.4,2.42,19.53,164.06,-248.88,18.85
103.45,2.4,19.45,164.1,-250.42,18.96
103.5,2.39,19.2,164.16,-252.29,19.12
103.55,2.38,18.93,164.23,-253.86,19.38
103.6,2.37,18.03,164.39,-255.05,19.77
103.65,2.37,16.99,164.66,-256.13,20.13
103.7,2.38,15.8,164.97,-257.44,20.37
103.75,2.38,15.16,165.22,-259.06,20.38
103.8,2.37,15.19,165.37,-260.68,20.31
103.85,2.37,15.47,165.45,-261.83,20.2
103.9,2.37,15.93,165.59,-262.16,20.15
103.95,2.37,16.08,165.86,-261.87,20.13
104,2.36,16.2,166.33,-261.49,20.07
104.05,2.36,16.06,166.97,-261.47,19.88
104.1,2.35,15.85,167.86,-261.87,19.45
104.15,2.35,15.58,168.92,-262.16,18.88
104.2,2.35,15.29,170.29,-261.72,18.25
104.25,2.35,15.57,171.84,-260.2,17.72
104.3,2.35,15.97,173.27,-258.08,17.35
104.35,2.34,16.11,174.17,-256.23,17.16
104.4,2.34,15.82,174.55,-255.39,17.09
104.45,2.34,15.39,174.76,-255.55,17.03
104.5,2.35,14.84,175.01,-256.2,16.96
104.55,2.36,14.25,175.28,-256.71,16.87
104.6,2.37,13.62,175.52,-256.77,16.8
104.65,2.38,13.17,175.71,-256.38,16.78
104.7,2.38,12.76,175.8,-255.93,16.79
104.75,2.38,12.39,175.85,-255.91,16.83
104.8,2.37,12.43,175.88,-256.71,16.87
104.85,2.37,12.36,175.85,-258.32,16.98
104.9,2.37,12.36,175.67,-260.34,17.2
104.95,2.38,12.74,175.32,-262.36,17.51
105,2.38,13.02,174.91,-264.05,17.78
105.05,2.39,13.35,174.57,-265.38,17.9
105.1,2.39,12.88,174.82,-266.44,17.86
105.15,2.4,12.85,176.01,-267.32,17.88
105.2,2.4,12.74,177.71,-267.96,18.18
105.25,2.4,13.12,178.65,-268.15,18.81
105.3,2.4,13.37,178.24,-267.68,19.54
105.35,2.4,13.7,177.28,-266.63,20.04
105.4,2.4,13.61,176.65,-265.24,20.32
105.45,2.4,13.46,176.51,-263.87,20.46
105.5,2.4,13.22,176.4,-262.62,20.5
105.55,2.4,12.74,176.49,-261.45,20.26
105.6,2.41,12.19,176.79,-260.32,19.67
105.65,2.42,11.59,176.78,-259.33,18.88
105.7,2.43,11.56,176,-258.71,18.01
105.75,2.44,12.03,174.64,-258.55,17.22
105.8,2.44,12.72,173.41,-258.73,16.54
105.85,2.44,12.95,172.99,-258.93,16.09
105.9,2.43,12.93,173.19,-258.9,15.84
105.95,2.43,12.78,173.9,-258.5,15.85
106,2.42,13.14,174.7,-257.69,16.08
106.05,2.41,13.18,175.54,-256.64,16.6
106.1,2.4,13.27,176.31,-255.63,17.21
106.15,2.4,12.89,176.94,-255.08,17.81
