Den,Ng,Cal,SP,Res
2.3,15.94,124.49,-284.67,16.75
2.32,16.05,124.04,-281.89,16.59
2.33,16.6,123.6,-279.99,16.37
2.33,16.93,124.04,-279.41,16.1
2.33,17.71,124.26,-280.17,15.85
2.34,18.53,124.04,-281.89,15.64
2.34,19.05,123.38,-283.87,15.49
2.34,18.72,122.71,-285.43,15.37
2.34,18.35,122.04,-286.14,15.31
2.34,18.01,121.6,-286.02,15.3
2.33,17.87,121.6,-285.45,15.36
2.32,17.18,121.82,-284.92,15.44
2.31,16.41,122.27,-284.77,15.52
2.3,15.92,122.71,-285.07,15.53
2.3,15.87,123.15,-285.6,15.51
2.29,15.36,123.38,-286.07,15.48
2.29,15.04,123.38,-286.24,15.49
2.29,14.68,123.38,-286.07,15.56
2.28,14.55,123.38,-285.64,15.71
2.28,14.05,123.38,-285.06,15.95
2.27,13.72,123.38,-284.38,16.73
2.27,13.55,122.93,-283.6,17.66
2.27,13.45,122.71,-282.68,18.22
2.27,13.2,122.49,-281.62,18.19
2.27,12.93,122.27,-280.51,17.87
2.27,12.43,122.04,-279.49,17.76
2.28,11.47,121.6,-278.92,17.63
2.28,10.58,120.71,-279.01,17.52
2.29,9.81,120.27,-279.77,17.38
2.3,9.68,120.05,-280.76,17.19
2.31,9.7,119.6,-281.4,16.97
2.32,10.08,119.6,-281.34,16.72
2.32,10.35,119.38,-280.63,16.46
2.32,10.49,119.38,-279.8,16.23
2.32,9.97,119.38,-279.39,16.08
2.31,9.69,119.38,-279.67,16.06
2.3,9.73,119.38,-280.51,16.13
2.29,10.29,119.38,-281.56,16.26
2.28,11,119.38,-282.57,16.38
2.27,11.66,119.38,-283.46,16.48
2.26,12.33,119.38,-284.35,16.51
2.25,12.6,119.38,-285.33,16.42
2.24,12.39,119.6,-286.32,16.24
2.24,12.4,119.82,-287.2,16.01
2.24,12.36,119.82,-287.89,15.79
2.23,12.75,119.82,-288.5,15.58
2.23,12.82,119.82,-289.18,15.41
2.23,12.71,119.82,-289.97,15.29
2.23,11.91,119.82,-290.82,15.22
2.23,10.72,119.82,-291.63,15.22
2.23,9.33,119.82,-292.29,15.25
2.24,8.41,119.82,-292.62,15.32
2.24,8.15,119.82,-292.56,15.41
2.25,7.91,119.82,-291.78,15.49
2.25,8.41,119.82,-289.95,15.57
2.25,8.67,119.82,-286.7,15.63
2.26,9.42,119.82,-282.51,15.69
2.26,10.02,119.82,-278.27,15.75
2.26,11.09,119.82,-275.22,15.82
2.27,12.22,119.82,-273.97,15.89
2.26,12.86,120.05,-274.47,15.96
2.26,13.22,120.49,-275.95,16.03
2.26,13.22,120.71,-277.45,16.1
2.27,13.09,120.71,-278.13,16.16
2.26,12.66,120.93,-277.89,16.21
2.25,12.15,120.71,-277.11,16.29
2.25,11.76,120.71,-276.58,16.38
2.25,10.98,120.71,-276.78,16.5
2.25,10.55,120.71,-277.94,16.59
2.26,10.11,120.71,-279.7,16.67
2.27,10.13,120.49,-281.53,16.76
2.27,9.85,120.27,-282.79,16.85
2.26,9.6,120.27,-283.15,16.9
2.26,9.29,120.49,-282.68,16.85
2.26,9.38,121.38,-281.89,16.74
2.26,9.33,122.27,-281.35,16.59
2.27,9.14,122.49,-281.52,16.43
2.27,9.1,122.93,-282.45,16.29
2.27,9.25,123.15,-283.87,16.22
2.26,9.07,123.38,-285.36,16.22
2.26,8.46,123.38,-286.58,16.28
2.25,7.51,123.38,-287.51,16.38
2.25,7.19,123.38,-288.24,16.49
2.25,6.94,123.15,-288.81,16.58
2.25,7.43,123.15,-288.99,16.64
2.24,7.67,123.15,-288.53,16.65
2.24,7.82,123.15,-287.35,16.63
2.23,7.3,123.38,-285.68,16.59
2.23,6.82,123.38,-283.93,16.6
2.23,6.42,123.38,-282.45,16.61
2.23,6.45,123.15,-281.37,16.65
2.23,6.78,122.93,-280.55,16.71
2.23,7.25,122.93,-279.71,16.8
2.24,7.2,122.93,-278.65,16.91
2.24,6.29,123.15,-277.41,16.98
2.25,5.5,123.38,-276.44,16.94
2.26,4.96,123.15,-276.39,16.81
2.26,5.89,123.15,-277.65,16.62
2.27,7.57,123.15,-279.99,16.45
2.28,9.89,123.38,-282.69,16.31
2.29,11.69,123.6,-285.08,16.22
2.29,12.72,123.82,-286.92,16.16
2.29,13.68,124.04,-288.44,16.14
2.28,15.08,124.04,-289.93,16.12
2.28,16.95,124.26,-291.32,16.13
2.28,18.61,124.26,-292.14,16.16
2.27,19.51,124.26,-291.86,16.22
2.27,19.22,124.26,-290.41,16.25
2.26,17.55,124.26,-288.33,16.29
2.25,15.75,124.26,-286.58,16.37
2.24,14.26,124.26,-285.92,16.53
2.25,14.2,124.04,-286.48,16.75
2.26,14.09,124.04,-287.86,16.96
2.28,13.86,123.82,-289.42,17.1
2.28,13.19,123.6,-290.89,17.13
2.29,12.61,123.6,-292.15,17.07
2.29,12.36,124.04,-293.22,16.96
2.3,11.99,124.49,-293.84,16.84
2.3,11.67,124.71,-293.66,16.76
2.31,11.33,124.93,-292.33,16.74
2.32,11,124.93,-289.8,16.79
2.33,10.67,124.93,-286.5,16.9
2.33,10.33,124.93,-283.12,17.08
2.32,10.4,124.93,-280.4,17.3
2.33,10.35,124.71,-278.9,17.58
2.33,10.35,124.49,-278.89,17.85
2.34,10.14,124.49,-280.35,18.08
2.35,10.1,124.49,-282.74,18.19
2.36,10.05,124.71,-285.28,18.16
2.36,10.03,124.93,-287.03,18.04
2.36,9.82,124.93,-287.44,17.88
2.35,9.57,124.93,-286.31,17.76
2.35,8.88,124.93,-283.97,17.75
2.34,8.09,125.15,-281.09,17.89
2.32,7.19,125.15,-278.66,18.18
2.31,6.66,125.15,-277.42,18.54
2.31,6.17,125.15,-277.63,18.86
2.31,5.97,124.93,-278.92,19.11
2.31,6.03,124.49,-280.81,19.25
2.3,6.4,124.04,-282.91,19.31
2.3,6.69,123.82,-284.95,19.3
2.3,7.42,123.38,-286.68,19.28
2.3,8.62,123.38,-287.82,19.28
2.3,9.81,123.15,-288.2,19.26
2.3,10.49,122.49,-287.88,19.21
2.29,11.26,121.6,-287.03,19.06
2.29,12.15,120.93,-286.07,18.78
2.28,13.08,120.49,-285.51,18.44
2.28,13.25,120.05,-286.02,18.15
2.27,13.27,119.82,-287.8,17.95
2.27,13.3,119.6,-290.59,17.72
2.27,13.31,119.6,-293.62,17.44
2.27,13.32,119.6,-296.15,17.09
2.27,12.73,119.82,-297.75,16.76
2.26,12.41,119.6,-298.42,16.5
2.26,11.83,119.6,-298.33,16.36
2.25,11.65,119.6,-297.6,16.36
2.25,11.3,119.82,-296.34,16.5
2.26,11.19,119.6,-294.78,16.72
2.26,11.5,119.6,-293.28,16.93
2.26,11.94,119.38,-292.23,17.02
2.27,12.49,119.38,-291.81,16.89
2.28,12.69,119.38,-292.01,16.61
2.28,12.63,119.38,-292.62,16.26
2.29,12.26,119.38,-293.27,15.99
2.31,11.78,119.6,-293.53,15.77
2.32,11.21,119.6,-293.18,15.66
2.34,11,119.38,-292.35,15.63
2.34,11.24,119.38,-291.34,15.7
2.35,12.05,119.38,-290.34,15.85
2.36,12.86,119.38,-289.26,16.03
2.37,13.78,119.16,-287.95,16.23
2.38,14.53,119.16,-286.36,16.44
2.37,15.86,119.38,-284.66,16.59
2.36,17.08,119.38,-282.95,16.62
2.35,18.39,119.82,-281.17,16.52
2.33,19.29,120.05,-279.29,16.43
2.33,20.14,119.82,-277.56,16.44
2.32,20.89,120.05,-276.56,16.59
2.32,21.4,121.16,-276.8,16.75
2.32,21.86,121.82,-278.42,16.85
2.31,21.85,121.6,-281.13,16.85
2.31,21.34,121.82,-284.49,16.79
2.3,19.84,122.71,-288,16.74
2.3,18.44,123.38,-291.18,16.7
2.31,17.26,123.6,-293.8,16.64
2.32,16.34,123.38,-295.91,16.52
2.33,14.92,123.15,-297.58,16.34
2.33,13.25,123.15,-298.63,16.14
2.33,11.83,123.15,-298.65,16
2.34,10.02,122.93,-297.6,16.02
2.36,8.37,122.49,-295.82,16.24
2.37,6.68,122.27,-294.05,16.61
2.39,6.01,122.49,-292.58,16.93
2.39,5.74,123.38,-291.52,17.06
2.39,5.55,124.04,-290.72,17.01
2.39,5.46,124.04,-290.28,16.94
2.39,6,123.38,-290.35,17.06
2.39,7.29,123.15,-291.05,17.55
2.38,8.66,123.38,-292.22,18.53
2.36,9.59,124.04,-293.35,19.96
2.34,10.05,124.93,-293.8,21.45
2.33,10.53,126.71,-293.24,22.44
2.32,11.32,127.82,-291.85,22.51
2.31,12.17,128.7,-290.17,21.65
2.3,13.3,129.37,-288.51,20.28
2.3,13.89,129.59,-286.77,18.91
2.31,14.04,129.81,-284.61,17.96
2.31,13.59,130.04,-282.08,17.42
2.32,13.33,130.26,-279.71,17.12
2.33,13.38,130.48,-278.21,16.98
2.34,13.74,130.48,-277.97,17.04
2.35,14.03,130.92,-278.96,17.26
2.36,14.15,131.59,-280.83,17.54
2.36,14.24,132.03,-283.22,17.75
2.37,14.28,132.7,-285.85,17.83
2.37,15.1,133.14,-288.46,17.79
2.36,16.48,133.59,-290.81,17.72
2.35,18.52,133.81,-292.76,17.7
2.34,20.2,134.25,-294.35,17.76
2.32,21.34,134.7,-295.68,17.86
2.3,21.71,134.7,-296.76,17.97
2.29,21.61,134.7,-297.53,18.03
2.28,21.26,134.7,-297.87,18.05
2.27,20.78,134.48,-297.72,17.99
2.26,20.41,134.25,-296.99,17.82
2.26,19.44,134.03,-295.78,17.55
2.25,18.17,133.59,-294.37,17.25
2.25,16.72,132.7,-293.17,16.99
2.25,15.78,131.59,-292.54,16.79
2.25,14.7,130.48,-292.65,16.62
2.24,13.9,129.59,-293.39,16.45
2.24,13.32,128.26,-294.39,16.26
2.24,13.24,126.48,-295.11,16.06
2.24,13.31,124.93,-295.17,15.87
2.25,13.31,124.04,-294.52,15.66
2.27,13.53,123.15,-293.53,15.45
2.28,13.57,122.71,-292.55,15.22
2.28,13.82,122.27,-291.94,15.06
2.29,13.68,121.82,-291.73,14.99
2.31,14.1,121.16,-291.91,15.03
2.32,14.76,120.49,-292.19,15.16
2.34,16.17,119.82,-292.34,15.33
2.35,17.19,119.38,-292.14,15.5
2.36,18.47,119.16,-291.56,15.64
2.37,19.73,119.16,-290.56,15.79
2.37,21.04,119.16,-289.18,15.96
2.36,21.95,119.38,-287.38,16.17
2.37,22.2,119.82,-285.48,16.43
2.36,22.43,120.71,-283.79,16.73
2.36,22.13,121.82,-282.79,17
2.34,21.51,123.38,-282.56,17.14
2.32,20.53,125.15,-283.09,17.13
2.3,19.61,126.26,-284.27,17
2.29,18.63,126.71,-286.09,16.87
2.27,17.25,126.71,-288.4,16.78
2.27,15.78,126.71,-290.78,16.78
2.26,14.6,126.48,-292.65,16.88
2.26,13.68,126.04,-293.47,17.07
2.25,12.66,126.04,-293.01,17.26
2.25,11.87,126.26,-291.48,17.42
2.25,11.5,126.04,-289.31,17.47
2.26,11.67,125.82,-287.17,17.49
2.26,12.04,125.82,-285.69,17.49
2.27,12.34,125.6,-285.29,17.51
2.27,12.88,125.6,-286.01,17.45
2.28,13.24,126.04,-287.35,17.32
2.29,13.82,126.04,-288.64,17.11
2.3,14.01,125.82,-289.23,16.9
2.3,14.97,125.37,-289.2,16.68
2.3,15.8,124.26,-288.76,16.49
2.31,16.95,122.93,-288.4,16.29
2.32,17.15,121.6,-288.06,16.09
2.33,16.82,121.38,-287.57,15.91
2.34,16.19,121.38,-286.67,15.81
2.34,15.6,121.6,-285.4,15.82
2.34,15.36,122.04,-284.24,15.9
2.34,15.39,122.71,-283.9,16
2.34,15.75,123.6,-284.98,16.07
2.34,16.03,124.26,-287.54,16.12
2.34,16.16,124.49,-291.01,16.16
2.33,16.04,124.93,-294.54,16.2
2.32,16.24,124.71,-297.35,16.25
2.32,16.86,124.49,-299.07,16.29
2.31,17.42,124.49,-299.77,16.3
2.31,17.86,124.26,-299.81,16.27
2.31,17.66,124.04,-299.58,16.23
2.31,17.5,123.6,-299.28,16.17
2.32,17.63,123.38,-298.89,16.07
2.32,18.03,123.15,-298.15,15.94
2.32,17.93,122.93,-296.72,15.82
2.32,17.59,123.15,-294.37,15.76
2.32,17.71,123.6,-291.35,15.8
2.32,18.46,123.82,-288.21,15.89
2.32,19.23,124.26,-285.76,16
2.32,20.14,124.49,-284.36,16.14
2.32,21.67,124.93,-284.06,16.36
2.31,22.96,125.37,-284.49,16.65
2.29,23.53,125.82,-285.56,16.98
2.28,23.3,126.04,-286.96,17.28
2.25,22.97,126.04,-288.31,17.5
2.24,22.25,126.26,-288.75,17.62
2.23,20.84,126.04,-287.87,17.58
2.22,19.42,126.04,-285.67,17.36
2.23,18.05,125.82,-282.89,16.94
2.23,16.69,125.82,-280.19,16.38
2.23,14.95,125.82,-277.98,15.83
2.23,13.33,125.37,-276.29,15.4
2.24,12.46,124.93,-275.03,15.17
2.25,12.16,124.71,-274.33,15.12
2.26,12.32,124.49,-274.38,15.14
2.27,12.9,124.04,-275.35,15.14
2.29,13.64,124.04,-277.07,15.08
2.3,14.51,123.6,-279.12,15
2.31,14.83,123.15,-280.97,14.91
2.33,15.27,122.93,-282.24,14.87
2.34,15.42,122.93,-283.13,14.88
2.35,15.94,123.15,-284.01,14.94
2.35,16.47,123.38,-285.3,15.02
2.36,17.08,123.38,-286.73,15.11
2.37,17.51,123.38,-287.9,15.23
2.37,17.72,123.38,-288.42,15.41
2.37,17.85,123.38,-288.34,15.67
2.38,17.71,123.38,-287.8,16.04
2.38,17.71,123.38,-286.96,16.47
2.37,17.69,123.38,-285.75,16.96
2.36,17.68,123.6,-284.26,17.45
2.35,17.07,124.04,-282.7,17.95
2.33,16.35,124.71,-281.66,18.36
2.32,15.69,125.15,-281.63,18.6
2.32,15.41,125.6,-282.89,18.58
2.31,15.22,125.37,-285.04,18.38
2.3,15.13,125.37,-287.28,18.09
2.28,15.07,124.93,-288.75,17.85
2.27,14.84,124.71,-289.18,17.65
2.26,14.38,125.6,-288.79,17.5
2.25,13.64,126.26,-288.16,17.39
2.25,13.21,126.48,-287.58,17.41
2.25,12.97,126.48,-287.14,17.58
2.25,12.84,126.26,-286.67,17.88
2.25,12.36,126.26,-286.25,18.2
2.25,12.04,126.48,-286.19,18.36
2.26,11.28,126.71,-286.92,18.24
2.27,10.66,126.26,-288.64,17.9
2.28,9.99,124.71,-291.12,17.47
2.29,10.13,123.15,-293.82,17.1
2.3,10.82,122.71,-295.9,16.82
2.3,11.59,122.71,-296.75,16.61
2.3,12.28,122.93,-296.09,16.43
2.3,12.18,122.93,-294.34,16.26
2.31,12.29,123.15,-292.06,16.07
2.31,12.29,122.93,-289.89,15.88
2.32,12.72,122.49,-287.79,15.77
2.33,13,122.27,-285.55,15.8
2.33,13.14,122.49,-282.75,15.99
2.34,13.63,123.38,-279.67,16.27
2.35,13.96,124.71,-276.78,16.5
2.36,14.52,125.82,-274.82,16.55
2.37,15.09,126.04,-274.12,16.35
2.38,16.32,125.82,-274.71,16
2.38,17.28,125.37,-276.21,15.61
2.39,18.32,124.26,-278.17,15.34
2.38,18.72,123.82,-280.26,15.22
2.37,19.81,124.04,-282.29,15.3
2.36,20.51,124.04,-284.23,15.52
2.35,21.06,124.04,-285.89,15.81
2.34,21.11,124.04,-287.13,16.04
2.34,21.04,124.26,-287.73,16.13
2.33,20.43,124.93,-287.69,16.03
2.32,19.09,125.15,-287.2,15.8
2.31,17.7,124.93,-286.58,15.52
2.29,16.16,124.49,-286.25,15.26
2.28,15.17,124.26,-286.49,15.05
2.28,13.87,124.26,-287.26,14.9
2.27,13.01,124.26,-288.1,14.82
2.27,11.98,123.82,-288.5,14.8
2.27,10.8,123.38,-288.19,14.81
2.27,9.75,122.93,-287.4,14.82
2.27,8.71,122.93,-286.54,14.84
2.27,8.09,123.38,-286.05,14.86
2.28,7.36,123.82,-286.75,14.85
2.29,6.89,124.04,-288.97,14.78
2.3,6.45,124.04,-292.06,14.7
2.3,5.87,124.26,-294.13,14.61
2.3,5.66,124.26,-293.77,14.56
2.3,5.11,124.26,-291.43,14.53
2.29,5.55,124.26,-288.28,14.51
2.28,5.73,124.26,-285.84,14.5
2.27,6.86,124.26,-284.58,14.55
2.26,7.92,124.49,-284.69,14.67
2.26,9.16,124.71,-285.5,14.85
2.26,10.02,124.93,-286.37,14.97
2.25,10.43,125.15,-286.76,15.01
2.25,11.09,125.37,-286.84,14.99
2.26,11.51,125.6,-286.86,14.96
2.26,12.12,125.6,-287.07,14.93
2.28,11.93,125.82,-287.17,14.91
2.29,11.81,126.04,-286.75,14.91
2.3,11.35,126.26,-285.52,14.94
2.31,11.23,126.71,-283.64,14.97
2.32,11.12,126.93,-281.81,15.01
2.33,11.07,126.93,-280.68,15.01
2.34,11.04,126.93,-280.72,15.03
2.35,10.82,127.15,-281.75,15.14
2.35,10.97,127.15,-283.37,15.41
2.34,11.16,127.15,-285.19,15.88
2.34,11.63,127.15,-287.01,16.52
2.34,11.76,127.15,-288.74,17.22
2.34,11.68,126.93,-290.24,17.74
2.33,11.49,126.93,-291.44,17.84
2.33,11.63,126.93,-292.28,17.47
2.34,12.42,126.93,-292.71,16.72
2.35,14.41,126.93,-292.56,15.86
2.35,16.37,126.93,-291.81,15.08
2.36,18.16,127.37,-290.69,14.56
2.35,18.91,128.48,-289.79,14.29
2.35,19.81,129.37,-289.56,14.22
2.35,20.74,129.81,-290.06,14.27
2.35,21.71,130.04,-291,14.41
2.35,22.49,130.7,-292.09,14.59
2.36,22.64,131.81,-293.25,14.79
2.36,22.63,133.59,-294.31,15.03
2.35,21.45,134.48,-295.08,15.32
2.35,20.42,134.7,-295.28,15.61
2.35,18.57,134.7,-294.86,15.84
2.36,18,134.7,-293.87,15.88
2.37,17.31,134.48,-292.52,15.74
2.38,17.46,134.48,-291.06,15.46
2.38,17.16,134.48,-289.79,15.11
2.37,16.72,134.48,-288.86,14.75
2.37,16.18,134.48,-288.4,14.42
2.38,15.58,134.48,-288.45,14.18
2.39,15.35,134.7,-289.27,14.06
2.4,14.99,134.92,-290.8,14.01
2.4,15.27,134.92,-292.62,14
2.4,15.25,135.14,-293.85,14.08
2.4,15.7,135.14,-293.95,14.27
2.41,15.59,134.25,-292.95,14.52
2.42,15.86,133.59,-291.38,14.74
2.42,16.49,133.59,-289.92,14.83
2.41,17.47,133.59,-289.05,14.76
2.41,18.79,133.59,-288.98,14.62
2.4,19.65,133.59,-289.69,14.49
2.4,20.49,133.59,-290.88,14.44
2.4,20.83,133.59,-292.1,14.45
2.4,20.66,133.81,-292.92,14.46
2.39,19.9,133.59,-293.14,14.44
2.38,19.11,133.14,-292.94,14.37
2.37,18.6,132.92,-292.64,14.29
2.37,17.94,132.92,-292.51,14.2
2.37,17.31,132.7,-292.7,14.14
2.35,16.25,132.7,-293.42,14.1
2.34,15.91,132.7,-294.71,14.08
2.33,15.63,132.48,-296.36,14.07
2.32,15.71,132.26,-297.96,14.03
2.31,16.07,131.81,-299.27,13.98
2.3,16.56,131.59,-300.37,13.9
2.29,17.33,131.37,-301.35,13.81
2.28,17.58,131.15,-302.12,13.7
2.28,17.38,130.7,-302.5,13.6
2.28,17.39,130.48,-302.55,13.54
2.29,17.35,130.04,-302.57,13.5
2.29,17.75,129.59,-302.9,13.51
2.3,17.42,128.7,-303.57,13.58
2.3,17.43,127.82,-304.5,13.67
2.3,16.77,127.37,-305.33,13.73
2.3,16.24,127.15,-305.84,13.74
2.31,15.2,126.71,-305.83,13.72
2.31,14.69,126.04,-305.37,13.7
2.31,14.38,125.15,-304.69,13.75
2.31,13.41,124.49,-304.2,13.94
2.31,12.46,123.82,-304.13,14.21
2.31,11.47,122.93,-304.45,14.51
2.31,10.89,122.6,-304.78,14.77
2.3,10.27,122.27,-304.67,14.97
2.3,9.43,121.38,-303.86,15.15
2.29,8.94,120.49,-302.18,15.3
2.29,8.48,119.82,-299.75,15.46
2.29,8.08,119.38,-296.86,15.58
2.28,8.11,118.94,-294.15,15.66
2.27,8.24,118.49,-292.14,15.7
2.26,8.67,118.49,-291.24,15.79
2.24,8.18,118.71,-291.34,15.93
2.23,7.57,119.16,-292.26,16.11
2.22,6.55,119.16,-293.43,16.27
2.22,6.02,119.38,-294.39,16.36
2.22,5.92,119.38,-294.73,16.43
2.22,6.19,119.38,-294.47,16.46
2.22,6.62,119.38,-293.82,16.51
2.22,6.76,119.38,-293.14,16.54
2.22,6.88,119.38,-292.63,16.58
2.22,7.13,119.38,-292.47,16.66
2.23,7.4,119.38,-292.8,16.75
2.24,7.91,119.16,-293.65,16.86
2.26,8.26,119.16,-294.95,16.94
2.27,8.63,118.94,-296.45,17
2.28,8.58,118.71,-297.87,17.03
2.29,8.24,118.49,-298.8,17.01
2.29,7.96,118.27,-298.96,16.95
2.29,7.64,118.27,-298.26,16.9
2.29,7.52,118.27,-296.89,16.85
2.28,7.03,118.27,-295.19,16.84
2.28,6.91,118.27,-293.37,16.89
2.28,6.79,118.27,-291.57,17
2.27,6.94,118.49,-289.94,17.11
2.27,6.95,118.49,-288.68,17.16
2.26,7.18,118.49,-288.12,17.11
2.26,7.63,118.27,-288.44,16.94
2.26,7.76,118.05,-289.75,16.7
2.26,7.68,118.27,-291.78,16.47
2.26,7.29,118.49,-294.12,16.31
2.25,7.19,118.49,-296.25,16.23
2.25,7.1,118.71,-297.91,16.17
2.26,7.06,118.71,-299.06,16.13
2.26,7.63,118.71,-299.76,16.07
2.26,8.34,118.71,-299.85,16.02
2.26,9.19,118.71,-299.14,15.96
2.27,9.71,118.71,-297.66,15.89
2.27,10.38,118.94,-295.79,15.85
2.28,11.42,118.71,-293.99,15.88
2.29,12.36,118.71,-292.5,16
2.29,13.76,118.49,-291.28,16.14
2.29,15.22,118.49,-290.25,16.26
2.28,16.8,118.27,-289.41,16.36
2.27,17.6,118.49,-288.9,16.49
2.26,17.88,118.49,-288.82,16.64
2.25,17.9,118.49,-289.29,16.78
2.25,17.76,118.49,-290.41,16.9
2.25,18.33,118.27,-292.23,16.99
2.25,18.82,118.27,-294.57,17.1
2.25,19.23,118.27,-297.1,17.23
2.24,18.81,118.27,-299.21,17.34
2.25,18.01,118.49,-300.3,17.38
2.25,17.76,118.49,-299.95,17.27
2.26,17.75,118.49,-298.25,17.02
2.27,18.5,118.71,-295.92,16.66
2.28,19.05,119.16,-293.72,16.26
2.28,20.11,120.05,-292.37,15.91
2.29,20.63,120.93,-291.96,15.63
2.28,21.15,121.6,-292.31,15.48
2.28,21.56,122.04,-292.92,15.44
2.29,22.54,122.04,-293.29,15.57
2.29,23.62,122.04,-293.12,15.91
2.29,24.03,122.04,-292.29,16.46
2.28,23.73,122.04,-290.86,17.09
2.28,22.75,122.04,-289.16,17.55
2.27,21.3,122.04,-287.67,17.79
2.27,20.01,122.04,-286.89,17.89
2.26,18.46,122.04,-286.82,18.05
2.26,17.09,122.04,-287.14,18.27
2.26,15.31,122.04,-287.45,18.46
2.25,13.68,122.27,-287.65,18.47
2.25,12.2,122.27,-287.84,18.25
2.25,10.98,121.6,-288.11,17.87
2.25,10.24,120.27,-288.53,17.46
2.26,9.84,119.82,-289,17.13
2.26,9.42,119.6,-289.34,16.87
2.27,9.45,119.16,-289.33,16.66
2.27,9.37,118.71,-289.05,16.55
2.28,9.77,118.27,-288.72,16.55
2.28,10.03,118.05,-288.75,16.64
2.28,10.76,117.83,-289.32,16.8
2.28,11.56,117.6,-290.41,16.96
2.28,12.26,117.6,-291.78,17.08
2.28,12.56,117.83,-293.23,17.12
2.29,12.77,118.05,-294.54,17.14
2.29,13.27,118.27,-295.6,17.18
2.29,13.81,118.49,-296.39,17.24
2.29,14.42,118.71,-296.9,17.32
2.29,14.44,119.16,-297.24,17.4
2.3,13.97,119.38,-297.19,17.48
2.3,13.28,119.16,-296.66,17.56
2.3,12.65,119.16,-295.58,17.63
2.3,12.39,119.16,-294.24,17.68
2.3,12.01,118.94,-292.87,17.74
2.3,11.48,118.94,-291.61,17.78
2.3,10.9,119.16,-290.53,17.81
2.29,10.48,119.38,-289.89,17.81
2.29,10.28,119.38,-289.91,17.75
2.28,10.75,119.38,-290.56,17.64
2.28,11.41,119.6,-291.38,17.49
2.27,12.03,119.82,-291.9,17.36
2.27,12.29,119.82,-291.95,17.28
2.27,12.46,120.05,-291.73,17.26
2.27,12.95,120.27,-291.59,17.28
2.26,13.28,120.27,-291.69,17.31
2.26,13.25,120.27,-292.1,17.33
2.26,12.71,120.27,-292.78,17.34
2.27,11.99,120.05,-293.68,17.38
2.28,10.94,119.6,-294.55,17.42
2.28,9.79,119.16,-295.04,17.45
2.29,8.35,119.16,-294.94,17.45
2.29,7.43,119.16,-294.26,17.48
2.28,6.75,119.16,-293,17.52
2.28,6.04,118.94,-291.05,17.62
2.28,5.96,118.71,-288.18,17.7
2.29,6.6,118.49,-284.67,17.77
2.28,7.91,118.27,-281.24,17.79
2.27,8.9,118.49,-278.61,17.79
2.26,9.76,118.49,-277.05,17.79
2.26,10.93,118.71,-276.28,17.79
2.25,12.54,118.71,-276.1,17.71
2.26,13.7,118.71,-276.38,17.56
2.26,14.45,118.49,-277.24,17.4
2.26,15.23,118.49,-278.68,17.3
2.25,15.74,118.49,-280.62,17.3
2.25,15.99,118.49,-282.84,17.39
2.26,15.55,118.71,-285.06,17.54
2.26,15.31,118.71,-286.94,17.76
2.27,14.97,118.49,-288.34,18
2.27,14.66,118.27,-289.3,18.21
2.27,14.33,118.27,-290.18,18.39
2.27,14,118.27,-291.23,18.5
2.27,13.66,118.27,-292.46,18.56
2.27,13.13,118.27,-293.59,18.5
2.27,12.76,118.49,-294.35,18.33
2.27,12.58,118.71,-294.63,18.08
2.26,12.67,118.49,-294.43,17.82
2.26,12.85,118.05,-293.87,17.63
2.26,13.5,117.6,-293.09,17.58
2.26,14.07,117.38,-292.2,17.61
2.26,14.72,117.38,-291.39,17.63
2.26,14.76,117.38,-290.81,17.57
2.27,14.89,117.16,-290.74,17.44
2.27,14.93,117.16,-291.24,17.31
2.27,14.97,117.16,-292.27,17.22
2.28,14.78,116.94,-293.72,17.18
2.27,14.95,116.94,-295.47,17.17
2.27,14.55,116.72,-297.43,17.19
2.26,14.3,116.72,-299.32,17.14
2.25,13.57,116.72,-300.8,17.55
2.24,13.57,116.72,-301.44,17.57
2.23,14.23,116.94,-300.89,17.64
2.22,14.96,116.94,-299.01,17.17
2.21,15.64,117.16,-296.07,17.05
2.21,15.92,117.16,-292.86,16.92
2.2,16.51,117.16,-290.22,16.88
2.2,16.69,117.38,-288.73,16.88
2.2,16.64,117.38,-288.41,16.91
2.2,16.27,117.38,-289.03,16.96
2.21,15.98,117.38,-290.11,16.99
2.22,15.25,117.16,-291.08,17.03
2.23,13.85,116.94,-291.31,17.06
2.23,12.42,116.94,-290.55,17.06
2.24,11.05,117.6,-288.95,17.04
2.24,10.29,118.27,-287.05,17.03
2.25,9.87,118.71,-285.38,17.07
2.26,10.03,118.94,-284.23,17.15
2.26,10.18,118.71,-283.46,17.23
2.26,10.24,118.71,-282.74,17.3
2.27,10.09,118.94,-281.76,17.34
2.26,10.27,119.38,-280.63,17.39
2.26,10.67,120.05,-279.67,17.44
2.25,11.19,120.05,-279.3,17.49
2.25,11.57,120.27,-279.8,17.5
2.24,11.55,120.49,-281.2,17.5
2.24,10.62,120.71,-283.33,17.48
2.24,9.04,120.49,-285.82,17.47
2.24,7.73,120.49,-288.44,17.45
2.24,7.15,120.49,-290.96,17.43
2.24,7.18,120.05,-293.16,17.4
2.25,6.67,120.05,-294.64,17.34
2.25,6.17,120.27,-294.96,17.29
2.25,5.77,120.93,-293.83,17.24
2.25,5.79,121.6,-291.38,17.22
2.26,6.11,121.6,-288.25,17.26
2.26,6.38,121.16,-285.46,17.38
2.27,6.7,120.71,-284.02,17.5
