ds,y
1975/12/1,9.65
1976/1/1,8.87
1976/2/1,8.5
1976/3/1,8.47
1976/4/1,9
1976/5/1,9.29
1976/6/1,9.26
1976/7/1,8.91
1976/8/1,8.63
1976/9/1,8.31
1976/10/1,7.99
1976/11/1,7.66
1976/12/1,7.53
1977/1/1,7.64
1977/2/1,7.63
1977/3/1,7.45
1977/4/1,7.22
1977/5/1,6.93
1977/6/1,6.63
1977/7/1,6.31
1977/8/1,6.59
1977/9/1,7.18
1977/10/1,7.95
1977/11/1,8.43
1977/12/1,8.88
1978/1/1,9.26
1978/2/1,9.63
1978/3/1,9.98
1978/4/1,10.32
1978/5/1,10.66
1978/6/1,11
1978/7/1,11.33
1978/8/1,11.67
1978/9/1,11.8
1978/10/1,11.89
1978/11/1,11.94
1978/12/1,11.97
1979/1/1,11.78
1979/2/1,11.35
1979/3/1,10.83
1979/4/1,10.64
1979/5/1,10.69
1979/6/1,11.07
1979/7/1,11.35
1979/8/1,11.68
1979/9/1,12.41
1979/10/1,13.22
1979/11/1,14.53
1979/12/1,15.35
1980/1/1,16.38
1980/2/1,16.95
1980/3/1,17.86
1980/4/1,18.56
1980/5/1,19.29
1980/6/1,19.57
1980/7/1,20.17
1980/8/1,20.55
1980/9/1,20.94
1980/10/1,20.7
1980/11/1,20.73
1980/12/1,20.69
1981/1/1,20.88
1981/2/1,21.11
1981/3/1,21.4
1981/4/1,21.7
1981/5/1,21.82
1981/6/1,21.71
1981/7/1,21.51
1981/8/1,20.64
1981/9/1,19.63
1981/10/1,18.45
1981/11/1,17.82
1981/12/1,17.65
1982/1/1,17.69
1982/2/1,17.47
1982/3/1,16.83
1982/4/1,15.46
1982/5/1,14.26
1982/6/1,13.34
1982/7/1,13.12
1982/8/1,13.29
1982/9/1,13.48
1982/10/1,13.76
1982/11/1,13.45
1982/12/1,13.04
1983/1/1,12.1
1983/2/1,11.23
1983/3/1,10.27
1983/4/1,9.7
1983/5/1,8.79
1983/6/1,8.5
1983/7/1,8.26
1983/8/1,8.35
1983/9/1,8.52
1983/10/1,8.78
1983/11/1,9.46
1983/12/1,10.25
1984/1/1,11.14
1984/2/1,12.08
1984/3/1,12.64
1984/4/1,13.54
1984/5/1,14.64
1984/6/1,15.64
1984/7/1,16.46
1984/8/1,16.42
1984/9/1,16.18
1984/10/1,15.92
1984/11/1,15.82
1984/12/1,16.15
1985/1/1,16.19
1985/2/1,16.47
1985/3/1,16.13
1985/4/1,15.72
1985/5/1,14.97
1985/6/1,14.34
1985/7/1,13.66
1985/8/1,13.4
1985/9/1,12.81
1985/10/1,12.44
1985/11/1,12.05
1985/12/1,11.9
1986/1/1,11.39
1986/2/1,11.26
1986/3/1,11.33
1986/4/1,11.52
1986/5/1,11.17
1986/6/1,10.74
1986/7/1,10.18
1986/8/1,10.18
1986/9/1,10.27
1986/10/1,10.69
1986/11/1,11.19
1986/12/1,11.78
1987/1/1,12.39
1987/2/1,12.43
1987/3/1,12.57
1987/4/1,13
1987/5/1,13.71
1987/6/1,14.94
1987/7/1,15.73
1987/8/1,16.34
1987/9/1,16.21
1987/10/1,15.71
1987/11/1,15.99
1987/12/1,16.34
1988/1/1,17.07
1988/2/1,17.08
1988/3/1,17.03
1988/4/1,17.02
1988/5/1,16.81
1988/6/1,16.77
1988/7/1,16.72
1988/8/1,17.1
1988/9/1,18.16
1988/10/1,19.05
1988/11/1,19.84
1988/12/1,20.18
1989/1/1,21
1989/2/1,21.84
1989/3/1,22.77
1989/4/1,23.72
1989/5/1,24.7
1989/6/1,25.08
1989/7/1,25.36
1989/8/1,25.09
1989/9/1,24.89
1989/10/1,24.2
1989/11/1,23.62
1989/12/1,22.96
1990/1/1,22.72
1990/2/1,22.34
1990/3/1,22.01
1990/4/1,21.47
1990/5/1,21.5
1990/6/1,21.59
1990/7/1,21.82
1990/8/1,22.08
1990/9/1,22.18
1990/10/1,22.25
1990/11/1,21.89
1990/12/1,21.03
1991/1/1,19.98
1991/2/1,19
1991/3/1,18.6
1991/4/1,17.72
1991/5/1,16.86
1991/6/1,15.72
1991/7/1,14.52
1991/8/1,13.45
1991/9/1,12.59
1991/10/1,12.61
1991/11/1,12.64
1991/12/1,12.85
1992/1/1,12.7
1992/2/1,12.31
1992/3/1,12
1992/4/1,11.86
1992/5/1,11.77
1992/6/1,11.73
1992/7/1,11.7
1992/8/1,12.09
1992/9/1,12.56
1992/10/1,13.13
1992/11/1,13.74
1992/12/1,14.37
1993/1/1,14.82
1993/2/1,15.04
1993/3/1,15.57
1993/4/1,16.52
1993/5/1,17.62
1993/6/1,18.23
1993/7/1,18.77
1993/8/1,19
1993/9/1,19.15
1993/10/1,19.23
1993/11/1,19.28
1993/12/1,19.3
1994/1/1,19.52
1994/2/1,19.76
1994/3/1,19.66
1994/4/1,19.08
1994/5/1,18.55
1994/6/1,18.33
1994/7/1,18.18
1994/8/1,18.3
1994/9/1,18.1
1994/10/1,18.08
1994/11/1,17.84
1994/12/1,17.38
1995/1/1,16.24
1995/2/1,15.53
1995/3/1,15.35
1995/4/1,15.58
1995/5/1,14.79
1995/6/1,13.87
1995/7/1,12.93
1995/8/1,13.16
1995/9/1,13.22
1995/10/1,13.48
1995/11/1,13.74
1995/12/1,15.04
1996/1/1,16.56
1996/2/1,17.72
1996/3/1,18.66
1996/4/1,19.48
1996/5/1,19.83
1996/6/1,19.66
1996/7/1,18.9
1996/8/1,18.31
1996/9/1,17.64
1996/10/1,17.59
1996/11/1,17.25
1996/12/1,16.97
1997/1/1,16.04
1997/2/1,15
1997/3/1,14.61
1997/4/1,14.72
1997/5/1,15.47
1997/6/1,15.44
1997/7/1,15.38
1997/8/1,15.16
1997/9/1,14.71
1997/10/1,14.18
1997/11/1,13.58
1997/12/1,13.35
1998/1/1,13.39
1998/2/1,13.55
1998/3/1,12.99
1998/4/1,12.31
1998/5/1,11.46
1998/6/1,11.55
1998/7/1,11.8
1998/8/1,12.47
1998/9/1,13.06
1998/10/1,13.31
1998/11/1,13.47
1998/12/1,13.56
1999/1/1,13.81
1999/2/1,14.67
1999/3/1,15.7
1999/4/1,16.87
1999/5/1,17.51
1999/6/1,18.48
1999/7/1,19.4
1999/8/1,20.18
1999/9/1,20.72
1999/10/1,21.78
1999/11/1,22.9
1999/12/1,23.74
2000/1/1,23.73
2000/2/1,23.49
2000/3/1,23.24
2000/4/1,22.95
2000/5/1,22.04
2000/6/1,21
2000/7/1,20.01
2000/8/1,19.6
2000/9/1,18.92
2000/10/1,18.3
2000/11/1,17.85
2000/12/1,17.23
2001/1/1,16.62
2001/2/1,15.37
2001/3/1,14.4
2001/4/1,13.15
2001/5/1,12.31
2001/6/1,11.09
2001/7/1,9.88
2001/8/1,8.6
2001/9/1,7.7
2001/10/1,6.86
2001/11/1,6.31
2001/12/1,6.03
2002/1/1,6.47
2002/2/1,7.1
2002/3/1,8.51
2002/4/1,9.72
2002/5/1,11.25
2002/6/1,12.19
2002/7/1,13.09
2002/8/1,13.06
2002/9/1,13.23
2002/10/1,13.66
2002/11/1,14.58
2002/12/1,15.65
2003/1/1,16.65
2003/2/1,17.66
2003/3/1,18.06
2003/4/1,17.94
2003/5/1,17.8
2003/6/1,17.75
2003/7/1,17.91
2003/8/1,17.73
2003/9/1,17.53
2003/10/1,17.25
2003/11/1,16.56
2003/12/1,15.36
2004/1/1,13.98
2004/2/1,13.47
2004/3/1,13.69
2004/4/1,14.43
2004/5/1,15.03
2004/6/1,15.89
2004/7/1,16.18
2004/8/1,16.42
2004/9/1,16.12
2004/10/1,16.51
2004/11/1,16.93
2004/12/1,17.49
2005/1/1,17.68
2005/2/1,17.83
2005/3/1,17.5
2005/4/1,17.07
2005/5/1,16.31
2005/6/1,16.28
2005/7/1,16.32
2005/8/1,16.52
