ds,y
1988/4/1,5.84
1988/5/1,6.31
1988/6/1,7.03
1988/7/1,8.47
1988/8/1,9.7
1988/9/1,11.03
1988/10/1,11.95
1988/11/1,12.8
1988/12/1,13.35
1989/1/1,13.83
1989/2/1,14.64
1989/3/1,14.89
1989/4/1,14.91
1989/5/1,14.36
1989/6/1,13.65
1989/7/1,12.8
1989/8/1,11.89
1989/9/1,11.54
1989/10/1,11.49
1989/11/1,11.61
1989/12/1,11.62
1990/1/1,11.45
1990/2/1,11.61
1990/3/1,12.41
1990/4/1,13.21
1990/5/1,13.72
1990/6/1,14.19
1990/7/1,14.38
1990/8/1,14.31
1990/9/1,13.74
1990/10/1,13.61
1990/11/1,13.67
1990/12/1,13.86
1991/1/1,13.91
1991/2/1,14.15
1991/3/1,14.41
1991/4/1,13.91
1991/5/1,13.07
1991/6/1,12.2
1991/7/1,12.05
1991/8/1,12.05
1991/9/1,11.82
1991/10/1,11.97
1991/11/1,12.36
1991/12/1,13.07
1992/1/1,12.89
1992/2/1,12.99
1992/3/1,13.38
1992/4/1,14.47
1992/5/1,15.17
1992/6/1,15.33
1992/7/1,15.7
1992/8/1,16.01
1992/9/1,16.14
1992/10/1,15.23
1992/11/1,14.07
1992/12/1,13.06
1993/1/1,12.23
1993/2/1,11.06
1993/3/1,10.06
1993/4/1,9.42
1993/5/1,9.3
1993/6/1,8.74
1993/7/1,8.41
1993/8/1,8.03
1993/9/1,8.29
1993/10/1,8.46
1993/11/1,8.75
1993/12/1,8.84
1994/1/1,9.12
1994/2/1,9.19
1994/3/1,9.26
1994/4/1,9.29
1994/5/1,9.51
1994/6/1,9.36
1994/7/1,8.97
1994/8/1,8.47
1994/9/1,8.29
1994/10/1,7.95
1994/11/1,7.45
1994/12/1,7.08
1995/1/1,6.91
1995/2/1,7.2
1995/3/1,7.22
1995/4/1,7.68
1995/5/1,7.98
1995/6/1,8.73
1995/7/1,9.34
1995/8/1,10.42
1995/9/1,11.35
1995/10/1,12.35
1995/11/1,12.74
1995/12/1,12.82
1996/1/1,12.51
1996/2/1,12.27
1996/3/1,12.36
1996/4/1,12.32
1996/5/1,12.34
1996/6/1,12.13
1996/7/1,11.69
1996/8/1,11.57
1996/9/1,11.45
1996/10/1,11.8
1996/11/1,12.05
1996/12/1,12.57
1997/1/1,13.12
1997/2/1,13.34
1997/3/1,13.49
1997/4/1,13.37
1997/5/1,13.37
1997/6/1,13.35
1997/7/1,13.14
1997/8/1,12.9
1997/9/1,12.61
1997/10/1,12.7
1997/11/1,12.46
1997/12/1,12.03
1998/1/1,11.3
1998/2/1,10.87
1998/3/1,10.43
1998/4/1,10.46
1998/5/1,10.58
1998/6/1,11.01
1998/7/1,11.32
1998/8/1,11.87
1998/9/1,12.24
1998/10/1,12.82
1998/11/1,13.21
1998/12/1,13.61
1999/1/1,13.36
1999/2/1,12.79
1999/3/1,12.03
1999/4/1,11.57
1999/5/1,11.32
1999/6/1,10.58
1999/7/1,9.78
1999/8/1,8.67
1999/9/1,8.09
1999/10/1,7.35
1999/11/1,6.89
1999/12/1,6.65
2000/1/1,6.91
2000/2/1,7.31
2000/3/1,7.64
2000/4/1,7.59
2000/5/1,7.45
2000/6/1,7.21
2000/7/1,6.93
2000/8/1,6.63
2000/9/1,6.71
2000/10/1,7.27
2000/11/1,8
2000/12/1,8.45
2001/1/1,9.09
2001/2/1,9.91
2001/3/1,11.2
2001/4/1,12.22
2001/5/1,13.28
2001/6/1,14.1
2001/7/1,14.68
2001/8/1,14.96
2001/9/1,14.73
2001/10/1,14.14
2001/11/1,12.97
2001/12/1,11.82
2002/1/1,10.96
2002/2/1,10.56
2002/3/1,10.3
2002/4/1,9.97
2002/5/1,9.86
2002/6/1,9.77
2002/7/1,10.12
2002/8/1,10.78
2002/9/1,11.78
2002/10/1,12.71
